"","season","team","conference","offense.ppa","offense.totalPPA","offense.successRate","offense.explosiveness","offense.pointsPerOpportunity","offense.fieldPosition.averageStart","offense.fieldPosition.averagePredictedPoints","defense.ppa","defense.totalPPA","defense.successRate","defense.explosiveness","defense.stuffRate","defense.pointsPerOpportunity","defense.fieldPosition.averageStart","defense.fieldPosition.averagePredictedPoints"
"25",2015,"Connecticut","American Athletic",0.0610937918838291,50.6467534716943,0.399276236429433,1.15279984149674,2.62337662337662,69.7,1.446,0.0858178773547119,77.2360896192407,0.408888888888889,1.10865748736328,0.204301075268817,2.58441558441558,69.8,-1.453
"26",2015,"Duke","ACC",0.134450774286694,140.904411452455,0.433206106870229,1.15311167300436,3.2967032967033,67.6,1.564,0.152209405355056,146.273238546208,0.401664932362123,1.27110799645257,0.18796992481203,3.42465753424658,73.1,-1.221
"27",2015,"East Carolina","American Athletic",0.173046665641293,152.973252426903,0.441176470588235,1.21443793841424,3.4047619047619,69.8,1.433,0.162356055639911,145.79573796464,0.425389755011136,1.14578379670579,0.139344262295082,3.55405405405405,72.1,-1.245
"28",2015,"Eastern Michigan","Mid-American",0.161324054701852,134.705585676046,0.422754491017964,1.28566275953147,3.24675324675325,69.1,1.464,0.360866050328256,321.531650842476,0.499438832772166,1.32181725968338,0.143109540636042,4.24731182795699,68.3,-1.532
"29",2015,"Florida","SEC",0.130002983643631,118.172712132061,0.393839383938394,1.26480871669715,3.07317073170732,67.1,1.616,0.0350039492354119,32.8337043828163,0.366737739872068,1.1218323647783,0.228941684665227,2.92207792207792,69.3,-1.442
"30",2015,"Florida Atlantic","Conference USA",0.0638396298384395,57.3918272247571,0.407119021134594,1.11675526508656,2.58139534883721,69.9,1.433,0.142742927358405,126.470233639546,0.426636568848758,1.23618322293071,0.153191489361702,3.07142857142857,71.3,-1.297
"31",2015,"Florida International","Conference USA",0.118519627335524,91.0230737936824,0.407552083333333,1.21473767620873,3.7910447761194,71.8,1.313,0.161269387176472,129.33804851553,0.476309226932668,1.06810198355203,0.198598130841121,3.22857142857143,70.7,-1.329
"32",2015,"Florida State","ACC",0.222063440085991,189.642177833436,0.454332552693208,1.25689792223558,3.71910112359551,67.1,1.608,0.0891046417649731,83.6692586173097,0.381256656017039,1.17391545538674,0.179824561403509,2.80281690140845,73.2,-1.164
"33",2015,"Fresno State","Mountain West",-0.00821025905527885,-6.82272527493672,0.353790613718412,1.25008555472383,3.20547945205479,68.9,1.471,0.256373493782981,229.454276935768,0.45586592178771,1.24236181159178,0.151969981238274,3.74712643678161,70.5,-1.371
"34",2015,"Georgia","SEC",0.17788058061082,147.107240165149,0.447400241837969,1.12696896731637,3.20779220779221,67,1.631,0.0085209468638426,7.16611631249163,0.342449464922711,1.23632164879558,0.204741379310345,2.21917808219178,69.9,-1.414
"35",2015,"Georgia Southern","Sun Belt",0.25180323513217,217.306191919062,0.439165701042874,1.32360308378591,3.3921568627451,62.6,1.905,0.15610153421958,125.193430444103,0.415211970074813,1.2164781336895,0.190123456790123,3.46153846153846,74,-1.109
"36",2015,"Georgia State","Sun Belt",0.181996321141448,164.70667063301,0.413259668508287,1.38222040995827,3.78205128205128,74.2,1.116,0.129867610958602,130.776684235312,0.444885799404171,1.08210541065484,0.191204588910134,3.10989010989011,68.8,-1.511
"37",2015,"Georgia Tech","ACC",0.225458622962144,172.250387943078,0.454188481675393,1.28068484330455,3.83561643835616,70.1,1.394,0.148192525017114,113.367281638092,0.449673202614379,1.13290158073017,0.192019950124688,3.68421052631579,67.2,-1.599
"38",2015,"Hawai'i","Mountain West",0.0539430032718149,41.5361125192975,0.361038961038961,1.2716348663536,3.24528301886792,70.8,1.38,0.214456698634016,207.165170880459,0.466873706004141,1.13492593277845,0.176182707993475,4,67,-1.642
"39",2015,"Houston","American Athletic",0.26079802879379,286.095437586788,0.443938012762078,1.32126493284774,4.24770642201835,68.5,1.507,0.123977266726212,121.249766858235,0.388548057259714,1.34307370988928,0.241379310344828,2.87951807228916,73.6,-1.14
"40",2015,"Illinois","Big Ten",0.0704438376451587,64.3152237700298,0.387732749178532,1.16855645323609,3.07792207792208,69.2,1.478,0.0675441372019756,58.6283110913148,0.3963133640553,1.16649400323292,0.236080178173719,3.45205479452055,69.9,-1.417
"41",2015,"Indiana","Big Ten",0.222770103337312,237.0273899509,0.454887218045113,1.22013867512034,3.70909090909091,70,1.437,0.235467208037624,245.356830775204,0.440499040307102,1.3514446957271,0.20353982300885,3.91954022988506,71.5,-1.279
"42",2015,"Iowa","Big Ten",0.214285768248389,202.071479458231,0.443266171792153,1.23362171033562,3.79347826086957,66.8,1.647,0.0707738605606555,69.0752879071998,0.406762295081967,1.1253247982942,0.160183066361556,3.13513513513514,71.1,-1.315
"43",2015,"Iowa State","Big 12",0.14054067197101,128.313633509532,0.430449069003286,1.16416855107939,3.32467532467532,70.9,1.337,0.236951487847228,210.175969720491,0.473506200676437,1.17087179750375,0.182432432432432,3.51898734177215,69.9,-1.452
"44",2015,"Kansas","Big 12",0.00537233054106039,4.75451252883845,0.338983050847458,1.26818202136363,2.63333333333333,73.3,1.147,0.325412292268228,317.60239725379,0.531762295081967,1.16079569708032,0.157598499061914,3.83185840707965,67.2,-1.62
"45",2015,"Kansas State","Big 12",0.139889659696334,124.361907470041,0.435320584926884,1.08410666031226,4.33766233766234,66.9,1.635,0.231777199805725,219.724785415828,0.473628691983122,1.17713114129852,0.191536748329621,3.76086956521739,69.7,-1.446
"46",2015,"Kent State","Mid-American",-0.0650483995177626,-43.582427676901,0.302985074626866,1.18586674195259,1.42553191489362,71.3,1.367,0.105498650363426,75.4315350098498,0.370629370629371,1.21728892643475,0.193211488250653,3.24590163934426,68.3,-1.511
"47",2015,"Kentucky","SEC",0.160113256766742,134.335022427296,0.395709177592372,1.3384921212209,3.25806451612903,73.3,1.149,0.121559087519588,106.850437929718,0.436860068259386,1.10641801264933,0.145708582834331,3.15384615384615,66.1,-1.671
"48",2015,"Liberty","FBS Independents",0.266160307571449,38.59324459786,0.406896551724138,1.36277022831397,3.64285714285714,71.1,1.389,0.38700157376312,47.6011935728638,0.544715447154472,1.16291464960275,0.150943396226415,3.3,66.5,-1.622
"49",2015,"Louisiana","Sun Belt",0.150074687985551,124.862140403978,0.424278846153846,1.20606444898172,3.31578947368421,68.6,1.5,0.210720628361838,178.691092850839,0.399764150943396,1.42920633054594,0.229257641921397,3.73684210526316,69.8,-1.416
"50",2015,"Louisiana Monroe","Sun Belt",0.0572293490723625,51.620872863271,0.353658536585366,1.27060957223688,2.91044776119403,71.5,1.28,0.162938460286198,160.983198762764,0.409919028340081,1.23912682954268,0.219471947194719,3.52427184466019,65,-1.805
"51",2015,"Louisiana Tech","Conference USA",0.254160687327052,232.048707529598,0.486308871851041,1.23692847519452,3.81318681318681,72.9,1.238,0.112735402039377,104.731188494581,0.418729817007535,1.20975377548674,0.254854368932039,3.27848101265823,70.7,-1.335
"52",2015,"Louisville","ACC",0.182245170238621,165.660859746907,0.427942794279428,1.3346664902495,3.3125,69.7,1.421,0.103035268007142,93.0408470104496,0.385382059800664,1.2331667283739,0.210884353741497,3.27631578947368,70.4,-1.398
"53",2015,"LSU","SEC",0.281056191735904,222.877560046572,0.459016393442623,1.29377582986087,3.85333333333333,71.6,1.312,0.119645706853669,97.0326682583256,0.410604192355117,1.2415956064624,0.186968838526912,3.53623188405797,69.5,-1.44
"54",2015,"Marshall","Conference USA",0.138279752360755,134.822758551736,0.433846153846154,1.10337519295483,3.40229885057471,67.4,1.652,0.0254698231745439,25.5462326440675,0.387836490528415,1.1052936984491,0.180582524271845,2.39506172839506,74.2,-1.118
"55",2015,"Maryland","Big Ten",0.0780575552872388,65.2561162201317,0.367224880382775,1.34426782849323,3.04166666666667,69.3,1.484,0.170272300766955,156.139699803298,0.437295528898582,1.21508007519475,0.200819672131148,3.54081632653061,66.7,-1.683
"56",2015,"Memphis","American Athletic",0.2514894723354,262.303519645822,0.466922339405561,1.21126073374786,4.18947368421053,67.2,1.634,0.158757337173337,152.72455836075,0.422037422037422,1.23666748572954,0.202755905511811,3.83333333333333,73.7,-1.12
"57",2015,"Miami","ACC",0.167229602774908,150.339412894642,0.418242491657397,1.22713536192884,3.65116279069767,68.6,1.512,0.179160851942849,165.007144639364,0.46471226927253,1.07327617867157,0.137634408602151,3.75,71.1,-1.321
"58",2015,"Miami (OH)","Mid-American",0.0527715346757874,42.3755423446573,0.347447073474471,1.29817742894846,2.70149253731343,74.3,1.122,0.143535069589906,125.306115751988,0.418098510882016,1.22878783707234,0.221739130434783,3.68539325842697,66,-1.717
"59",2015,"Michigan","Big Ten",0.181068167846144,166.763782586299,0.454940282301846,1.14405428755647,3.93023255813953,67.5,1.616,0.0105077992652201,8.76350458719353,0.334532374100719,1.26103330510783,0.219753086419753,2.5,73.7,-1.153
"60",2015,"Michigan State","Big Ten",0.156391276557626,155.296537621723,0.430010070493454,1.2551657502176,3.77551020408163,68.3,1.564,0.135875495057827,120.65743961135,0.411036036036036,1.27392235569627,0.230958230958231,3.075,72.9,-1.214
"61",2015,"Middle Tennessee","Conference USA",0.231457536528269,230.531706382156,0.460843373493976,1.21854499012587,3.86666666666667,70.9,1.351,0.0774074414193586,74.9304032939391,0.428719008264463,1.13851121119905,0.184615384615385,2.70833333333333,67.8,-1.612
"62",2015,"Minnesota","Big Ten",0.131727661326039,115.393431321611,0.400684931506849,1.19368530870447,3.29577464788732,71.8,1.281,0.130122401890302,120.62346655231,0.428263214670982,1.08087823032724,0.167002012072435,3.40243902439024,70.6,-1.403
"63",2015,"Mississippi State","SEC",0.266426986713351,248.309951616843,0.481759656652361,1.22813716452081,4.10989010989011,70.7,1.359,0.113938212244704,110.975818726342,0.441478439425051,1.08916568578286,0.225548902195609,2.91566265060241,71.4,-1.305
"64",2015,"Missouri","SEC",-0.0242167510436198,-18.913282565067,0.334186939820743,1.10260586911544,2.60714285714286,72.6,1.269,0.0329602076782315,27.9172959034621,0.384887839433294,1.09181757856802,0.260485651214128,2.52,69.4,-1.469
"65",2015,"Navy","American Athletic",0.336478046904928,295.427725182527,0.494305239179954,1.18043868435607,4.81395348837209,67,1.627,0.186908799083001,156.629573631555,0.447494033412888,1.19465335279056,0.166270783847981,3.38356164383562,72.5,-1.239
"66",2015,"NC State","ACC",0.200280776336499,189.866175967001,0.430379746835443,1.30523614967874,4.05681818181818,68.2,1.52,0.133069919653473,110.980312990996,0.393285371702638,1.29773922991959,0.289537712895377,3.71641791044776,72.6,-1.217
"67",2015,"Nebraska","Big Ten",0.205874048072244,199.286078533932,0.447314049586777,1.26761451138973,3.85858585858586,69.5,1.478,0.144906239392588,129.401271777581,0.394176931690929,1.36606653399392,0.235127478753541,3.66666666666667,69,-1.486
"68",2015,"Nevada","Mountain West",0.16997622669771,153.148580254636,0.431742508324084,1.14574179916885,3.175,73.7,1.131,0.188462402575609,175.270034395316,0.453763440860215,1.11960154719621,0.183505154639175,3.13186813186813,68.1,-1.536
"69",2015,"New Mexico","Mountain West",0.184985226055901,160.752161442578,0.392405063291139,1.35518067903653,3.26315789473684,69.8,1.421,0.199059604464358,187.315087800961,0.42826780021254,1.28613303695815,0.20616570327553,3.08888888888889,71.8,-1.279
"70",2015,"New Mexico State","FBS Independents",0.135084587588641,121.441044242188,0.365962180200222,1.47735732844265,3.03846153846154,71.8,1.255,0.301335208843877,279.940409015962,0.473627556512379,1.3167981443425,0.157684630738523,4.06382978723404,69,-1.488
"71",2015,"North Carolina","ACC",0.356351506218273,336.752173376268,0.502645502645503,1.31713546110778,4.39622641509434,68.4,1.522,0.188892595407292,210.426351283723,0.466786355475763,1.10445742334739,0.134052388289676,3.12244897959184,71.7,-1.258
"72",2015,"Northern Illinois","Mid-American",0.158444162498034,165.891038135441,0.415472779369628,1.22488078217603,3.54347826086957,68.8,1.498,0.0836481779752725,96.4463492054892,0.426712922810061,1.04703228507223,0.14017094017094,2.92523364485981,66.9,-1.627
"73",2015,"North Texas","Conference USA",0.00319642897100777,2.66582176182048,0.390887290167866,1.11422779007761,1.78571428571429,71.3,1.329,0.314399432659787,280.75869336519,0.493840985442329,1.22493476618419,0.144897959183673,4.3956043956044,70.9,-1.362
"74",2015,"Northwestern","Big Ten",0.0310362437656829,29.856866502587,0.35966735966736,1.16023055763019,2.66666666666667,72.6,1.226,-0.000135612624890446,-0.124628002274319,0.365614798694233,1.15996823016714,0.210280373831776,2.36585365853659,68.9,-1.494
"75",2015,"Notre Dame","FBS Independents",0.301028879752684,262.798212024093,0.47651775486827,1.32483604569924,4.04878048780488,71.5,1.332,0.148247715334213,130.013246348105,0.413911060433295,1.2626717710731,0.210191082802548,3.56944444444444,72.6,-1.234
"76",2015,"Ohio","Mid-American",0.133256212219659,128.458988579751,0.413900414937759,1.19771885281902,3.2,69.4,1.444,0.13408257209087,116.115507430694,0.39838337182448,1.28234837403189,0.219806763285024,3.6986301369863,71.7,-1.304
"77",2015,"Ohio State","Big Ten",0.247982059555271,220.952015063746,0.492704826038159,1.17679494394119,3.85263157894737,66.5,1.673,0.0334633182709586,30.3512296717595,0.350606394707828,1.20026228193442,0.185267857142857,2.71186440677966,73.8,-1.154
"78",2015,"Oklahoma","Big 12",0.291073896268211,297.76859588238,0.482893450635386,1.25247359823308,4.19444444444444,68.8,1.504,0.078326162563814,78.4828148889416,0.394211576846307,1.12087474081773,0.195694716242661,3.225,70.8,-1.355
"79",2015,"Oklahoma State","Big 12",0.248355133200417,246.119937001613,0.453077699293643,1.35332684595196,3.9375,68.1,1.551,0.153472416817569,154.853668568928,0.419226957383548,1.25262856901879,0.188212927756654,3.54545454545455,72.6,-1.241
"80",2015,"Old Dominion","Conference USA",0.131437524553031,110.276083099993,0.376638855780691,1.32216657098657,3,71.9,1.277,0.19449356319929,182.045975154536,0.448717948717949,1.18796103659527,0.170385395537525,3.90816326530612,64.6,-1.819
"81",2015,"Ole Miss","SEC",0.308212539611653,297.425100725245,0.500518134715026,1.249765479303,4.19148936170213,68,1.549,0.0513975440583562,53.5562409088072,0.388675623800384,1.1536427525275,0.221030042918455,2.8,68.5,-1.486
"82",2015,"Oregon","Pac-12",0.290649412079631,292.102659140029,0.486567164179104,1.27410717314404,3.95412844036697,69.4,1.457,0.216768452885126,228.473949340923,0.459203036053131,1.23839055895773,0.184035476718404,3.94949494949495,71.2,-1.298
"83",2015,"Oregon State","Pac-12",0.0779880842512747,61.9225388955121,0.390428211586902,1.16381313312833,2.75,73.4,1.133,0.258350571333563,235.357370484876,0.518111964873765,1.06363928637151,0.139489194499018,4.32258064516129,70.2,-1.41
"84",2015,"Penn State","Big Ten",0.0969409349380382,81.8181490877042,0.376777251184834,1.29281291174138,3.12359550561798,67.7,1.609,0.0911514084942956,80.486693700463,0.381653454133635,1.20581541915011,0.202150537634409,3.03896103896104,69,-1.503
"85",2015,"Pittsburgh","ACC",0.186969180196382,160.980464149085,0.45876887340302,1.14364676474481,3.59259259259259,69.2,1.451,0.180020439552185,153.017373619357,0.404705882352941,1.34104789309804,0.204379562043796,3.9041095890411,73.6,-1.139
"86",2015,"Purdue","Big Ten",0.0886832860748585,81.5886231888699,0.396739130434783,1.16088770787157,3.734375,71.2,1.299,0.208669305594805,188.637052257703,0.450221238938053,1.25340663773137,0.220833333333333,3.81818181818182,67.4,-1.649
"87",2015,"Rice","Conference USA",0.169655811045835,143.868127766868,0.431603773584906,1.18507684117236,3.62666666666667,70.6,1.364,0.345483307257128,237.00154877839,0.454810495626822,1.45097888744963,0.196428571428571,4.23611111111111,70.7,-1.372
"88",2015,"Rutgers","Big Ten",0.183301123789211,148.84051251684,0.438423645320197,1.14298077986205,3.38666666666667,69.8,1.455,0.244504123124289,199.515364469419,0.458333333333333,1.35892188968094,0.237089201877934,3.7741935483871,66.6,-1.683
"89",2015,"San Diego State","Mountain West",0.203930757158582,191.083119457591,0.437566702241195,1.15366331697518,3.77894736842105,67.1,1.612,0.00814333866665921,7.01955793066023,0.364269141531323,1.19369090610066,0.239277652370203,2.390625,73,-1.169
"90",2015,"San José State","Mountain West",0.219793918572774,203.748962516961,0.45091693635383,1.24593436521027,3.25274725274725,72.6,1.206,0.149776427578454,126.111752021058,0.42874109263658,1.17363515196468,0.165322580645161,4.02631578947368,68.9,-1.503
"91",2015,"SMU","American Athletic",0.150351943471985,128.250207781603,0.399765533411489,1.33400692934866,4.08450704225352,71.6,1.309,0.335364008293847,285.730135066358,0.490610328638498,1.31654770721265,0.15180265654649,4.67391304347826,66.5,-1.636
"92",2015,"South Alabama","Sun Belt",0.0700228195641204,58.749145614297,0.390941597139452,1.19835729210851,2.88571428571429,71.6,1.326,0.226148787705959,188.155791371358,0.444711538461538,1.27933097630547,0.20253164556962,4.23255813953488,65.7,-1.738
"93",2015,"South Carolina","SEC",0.135109688979207,106.871763982552,0.398230088495575,1.31082254793779,3.40625,70.2,1.376,0.245733710236367,211.576724513512,0.469221835075494,1.19399151620314,0.156378600823045,3.94520547945206,72.4,-1.212
"94",2015,"Southern Mississippi","Conference USA",0.301825719586183,313.89874836963,0.443269230769231,1.48276328881026,3.65,67.7,1.565,0.0946432050042693,95.589637054312,0.385148514851485,1.2593485099496,0.242553191489362,3.2247191011236,71.6,-1.327
"95",2015,"South Florida","American Athletic",0.226640242117205,204.202858147602,0.439511653718091,1.25835933385169,3.69662921348315,68.3,1.538,0.0940750896653653,90.3120860787507,0.386458333333333,1.25332779733644,0.249462365591398,2.89156626506024,67.6,-1.594
"96",2015,"Stanford","Pac-12",0.30864124618257,289.196847673068,0.509071504802561,1.16130100971673,4.37931034482759,67.9,1.553,0.162776637628373,152.684486095413,0.425373134328358,1.17914849830149,0.213942307692308,3.3943661971831,72.6,-1.227
"97",2015,"Syracuse","ACC",0.0949853653492489,71.9039215693814,0.396301188903567,1.17421268895938,3.64615384615385,69.4,1.451,0.2068470480381,175.819990832385,0.475294117647059,1.1393705127986,0.22969837587007,3.54430379746835,71.9,-1.285
"98",2015,"TCU","Big 12",0.280897186653665,307.301522199109,0.494515539305302,1.19394041149614,3.88349514563107,69.7,1.45,0.0918711104236716,92.881692638332,0.374876360039565,1.27100182227456,0.151515151515152,3.42857142857143,73.1,-1.208
"99",2015,"Temple","American Athletic",0.121380164540477,117.981519933344,0.3940329218107,1.28981298959614,3.49,65.5,1.754,0.0531709671499417,50.6719316938944,0.356768100734523,1.22431880150436,0.239179954441913,2.56410256410256,69.1,-1.486
"100",2015,"Tennessee","SEC",0.171353766856647,172.21053569093,0.445771144278607,1.17431726137049,3.67676767676768,67.3,1.619,0.115676013202887,104.918143975019,0.373759647188534,1.23772399838423,0.2,2.95522388059702,75.3,-1.045
"101",2015,"Texas","Big 12",0.160156521298512,126.043182261929,0.398983481575604,1.23208781667139,3.15714285714286,71.7,1.302,0.180420866724158,175.008240722433,0.47319587628866,1.12894597595934,0.149722735674677,3.82051282051282,70,-1.426
"102",2015,"Texas A&M","SEC",0.128000290806296,129.280293714359,0.442574257425743,1.16165373329264,3.02083333333333,69.3,1.464,0.0986882846990283,91.7801047700964,0.40752688172043,1.11071465528066,0.23719165085389,2.5,71.2,-1.295
"103",2015,"Texas State","Sun Belt",0.144129863794063,118.330618174926,0.416565164433618,1.23492890107086,3.63235294117647,71.8,1.273,0.314827130289998,259.417555358958,0.475728155339806,1.31942929156636,0.156903765690377,4.14285714285714,70.5,-1.376
"104",2015,"Texas Tech","Big 12",0.312559531067833,340.689888863937,0.488073394495413,1.31569553319054,4.0188679245283,69.3,1.462,0.360715230050282,370.093826031589,0.500974658869396,1.28799590775714,0.169312169312169,4.84158415841584,69.6,-1.414
"105",2015,"Toledo","Mid-American",0.249855770220858,210.128702755741,0.447086801426873,1.23994786633222,3.52808988764045,68.2,1.558,0.0531064194874169,44.3969666914806,0.394736842105263,1.18416248956495,0.275071633237822,2.29166666666667,68.9,-1.474
"106",2015,"Troy","Sun Belt",0.116369383603631,94.2592007189414,0.417283950617284,1.14774401075314,2.92647058823529,69.7,1.427,0.165421637560399,148.879473804359,0.438888888888889,1.16349555278739,0.203422053231939,3.35,68.8,-1.481
"107",2015,"Tulane","American Athletic",0.043094991337111,34.6914680263743,0.356521739130435,1.2734289056616,3.28301886792453,74.2,1.111,0.211062112021906,178.980670994576,0.443396226415094,1.30038208816152,0.224279835390947,4.01162790697674,65.7,-1.719
"108",2015,"Tulsa","American Athletic",0.250021721714983,272.523676669332,0.43394495412844,1.29602257523721,4.08602150537634,71.6,1.272,0.250448234822712,267.228266555834,0.477038425492034,1.2617398703703,0.192920353982301,3.81308411214953,69.1,-1.471
"109",2015,"UCF","American Athletic",-0.0301812843569563,-23.8130333576385,0.359949302915082,1.08964811051238,2.32203389830508,70.9,1.33,0.274815662162995,237.715547770991,0.447398843930636,1.37021910954326,0.223382045929019,3.90526315789474,68.5,-1.517
"110",2015,"UCLA","Pac-12",0.224368597991615,220.554331825757,0.462868769074262,1.2555387116418,4.01086956521739,68.7,1.534,0.112003139782188,118.275315609991,0.439393939393939,1.00783226098686,0.140287769784173,3.15555555555556,70.8,-1.342
"111",2015,"UMass","FBS Independents",0.105681193219736,94.1619431587849,0.395061728395062,1.23193689970825,3.28169014084507,71.6,1.33,0.185863131491343,178.986195626164,0.461059190031153,1.12374249311901,0.192607003891051,3.87209302325581,68.4,-1.536
