"","V1","season","id","name","position","team","conference","countablePlays","averagePPA.all","averagePPA.pass","averagePPA.rush"
"276",300,2017,3124912,"Jordan Davis","QB","Louisiana","Sun Belt",252,0.209,0.126,0.53
"277",458,2018,4241553,"Andre Nunez","QB","Louisiana","Sun Belt",341,0.272,0.299,0.056
"278",639,2019,4241556,"Levi Lewis","QB","Louisiana","Sun Belt",448,0.409,0.389,0.555
"279",723,2020,4241556,"Levi Lewis","QB","Louisiana","Sun Belt",347,0.378,0.322,0.71
"280",27,2015,3124944,"Garrett Smith","QB","Louisiana Monroe","Sun Belt",439,0.163,0.206,-0.023
"281",185,2016,3124944,"Garrett Smith","QB","Louisiana Monroe","Sun Belt",236,0.251,0.189,0.464
"282",337,2017,4036585,"Caleb Evans","QB","Louisiana Monroe","Sun Belt",483,0.304,0.302,0.31
"283",460,2018,4036585,"Caleb Evans","QB","Louisiana Monroe","Sun Belt",507,0.274,0.199,0.52
"284",610,2019,4036585,"Caleb Evans","QB","Louisiana Monroe","Sun Belt",528,0.328,0.255,0.553
"285",666,2020,4365325,"Colby Suits","QB","Louisiana Monroe","Sun Belt",279,0.136,0.135,0.144
"286",101,2015,511889,"Jeff Driskel","QB","Louisiana Tech","Conference USA",532,0.375,0.382,0.332
"287",248,2016,531316,"Ryan Higgins","QB","Louisiana Tech","Conference USA",582,0.494,0.518,0.317
"288",321,2017,3914382,"J'Mar Smith","QB","Louisiana Tech","Conference USA",525,0.262,0.241,0.36
"289",428,2018,3914382,"J'Mar Smith","QB","Louisiana Tech","Conference USA",543,0.196,0.188,0.264
"290",620,2019,3914382,"J'Mar Smith","QB","Louisiana Tech","Conference USA",466,0.352,0.355,0.339
"291",668,2020,4043980,"Luke Anthony","QB","Louisiana Tech","Conference USA",268,0.15,0.105,0.557
"292",75,2015,3916387,"Lamar Jackson","QB","Louisville","ACC",408,0.286,0.147,0.557
"293",235,2016,3916387,"Lamar Jackson","QB","Louisville","ACC",660,0.398,0.311,0.583
"294",380,2017,3916387,"Lamar Jackson","QB","Louisville","ACC",653,0.448,0.367,0.627
"295",394,2018,4035995,"Jawon Pass","QB","Louisville","ACC",366,0.068,0.055,0.154
"296",645,2019,4240069,"Malik Cunningham","QB","Louisville","ACC",298,0.486,0.534,0.385
"297",727,2020,4240069,"Malik Cunningham","QB","Louisville","ACC",430,0.381,0.321,0.564
"298",86,2015,559751,"Brandon Harris","QB","LSU","SEC",341,0.327,0.333,0.291
"299",222,2016,550170,"Danny Etling","QB","LSU","SEC",307,0.346,0.332,0.516
"300",364,2017,550170,"Danny Etling","QB","LSU","SEC",346,0.374,0.356,0.492
"301",461,2018,3915511,"Joe Burrow","QB","LSU","SEC",505,0.277,0.242,0.43
"302",651,2019,3915511,"Joe Burrow","QB","LSU","SEC",635,0.633,0.645,0.553
"303",700,2020,4685740,"Max Johnson","QB","LSU","SEC",203,0.292,0.296,0.28
"304",53,2015,3931782,"Chase Litton","QB","Marshall","Conference USA",429,0.243,0.259,0.039
"305",133,2016,3931782,"Chase Litton","QB","Marshall","Conference USA",344,0.09,0.086,0.287
"306",336,2017,3931782,"Chase Litton","QB","Marshall","Conference USA",470,0.3,0.304,0.224
"307",438,2018,4261909,"Isaiah Green","QB","Marshall","Conference USA",374,0.22,0.224,0.176
"308",551,2019,4261909,"Isaiah Green","QB","Marshall","Conference USA",447,0.178,0.16,0.25
"309",684,2020,4430686,"Grant Wells","QB","Marshall","Conference USA",324,0.225,0.197,0.393
"310",12,2015,534317,"Perry Hills","QB","Maryland","Big Ten",285,0.053,-0.105,0.388
"311",166,2016,534317,"Perry Hills","QB","Maryland","Big Ten",282,0.204,0.143,0.455
"312",259,2017,4036215,"Max Bortenschlager","QB","Maryland","Big Ten",302,0.001,-0.016,0.101
"313",403,2018,4241937,"Kasim Hill","QB","Maryland","Big Ten",210,0.104,0.117,0.016
"314",529,2019,4037603,"Josh Jackson","QB","Maryland","Big Ten",258,0.022,0.013,0.097
"315",111,2015,534849,"Paxton Lynch","QB","Memphis","American Athletic",529,0.404,0.4,0.427
"316",232,2016,546539,"Riley Ferguson","QB","Memphis","American Athletic",508,0.374,0.376,0.346
"317",381,2017,546539,"Riley Ferguson","QB","Memphis","American Athletic",525,0.457,0.451,0.549
"318",493,2018,3893630,"Brady White","QB","Memphis","American Athletic",440,0.357,0.387,-0.063
"319",644,2019,3893630,"Brady White","QB","Memphis","American Athletic",477,0.483,0.491,0.378
"320",722,2020,3893630,"Brady White","QB","Memphis","American Athletic",478,0.369,0.356,0.509
"321",96,2015,3123048,"Brad Kaaya","QB","Miami","ACC",420,0.363,0.368,0.256
"322",220,2016,3123048,"Brad Kaaya","QB","Miami","ACC",455,0.345,0.349,0.225
"323",307,2017,3123047,"Malik Rosier","QB","Miami","ACC",545,0.238,0.212,0.35
"324",410,2018,4240628,"N'Kosi Perry","QB","Miami","ACC",250,0.148,0.106,0.337
"325",466,2018,3123047,"Malik Rosier","QB","Miami","ACC",209,0.291,0.17,0.708
"326",555,2019,4362507,"Jarren Williams","QB","Miami","ACC",340,0.188,0.223,-0.106
"327",724,2020,4039300,"D'Eriq King","QB","Miami","ACC",456,0.378,0.36,0.441
"328",5,2015,3915317,"Billy Bahl","QB","Miami (OH)","Mid-American",258,0.013,0.003,0.14
"329",231,2016,3125968,"Gus Ragland","QB","Miami (OH)","Mid-American",260,0.367,0.395,0.288
"330",289,2017,3125968,"Gus Ragland","QB","Miami (OH)","Mid-American",342,0.181,0.188,0.142
"331",486,2018,3125968,"Gus Ragland","QB","Miami (OH)","Mid-American",415,0.333,0.336,0.32
"332",539,2019,4427243,"Brett Gabbert","QB","Miami (OH)","Mid-American",402,0.119,0.133,0.048
"333",100,2015,518380,"Jake Rudock","QB","Michigan","Big Ten",447,0.373,0.346,0.642
"334",213,2016,3115966,"Wilton Speight","QB","Michigan","Big Ten",359,0.318,0.32,0.265
"335",504,2018,4035292,"Shea Patterson","QB","Michigan","Big Ten",391,0.391,0.365,0.561
"336",576,2019,4035292,"Shea Patterson","QB","Michigan","Big Ten",466,0.264,0.273,0.206
"337",97,2015,512705,"Connor Cook","QB","Michigan State","Big Ten",458,0.365,0.362,0.41
"338",227,2016,535578,"Tyler O'Connor","QB","Michigan State","Big Ten",324,0.357,0.361,0.332
"339",346,2017,3929824,"Brian Lewerke","QB","Michigan State","Big Ten",538,0.316,0.268,0.51
"340",405,2018,3929824,"Brian Lewerke","QB","Michigan State","Big Ten",423,0.108,0.07,0.29
"341",560,2019,3929824,"Brian Lewerke","QB","Michigan State","Big Ten",543,0.22,0.194,0.347
"342",110,2015,545683,"Brent Stockstill","QB","Middle Tennessee","Conference USA",540,0.398,0.404,0.329
"343",238,2016,545683,"Brent Stockstill","QB","Middle Tennessee","Conference USA",407,0.406,0.391,0.582
"344",290,2017,3914460,"John Urzua","QB","Middle Tennessee","Conference USA",238,0.182,0.174,0.306
"345",308,2017,545683,"Brent Stockstill","QB","Middle Tennessee","Conference USA",275,0.242,0.229,0.381
"346",437,2018,545683,"Brent Stockstill","QB","Middle Tennessee","Conference USA",573,0.22,0.219,0.227
"347",604,2019,4374350,"Asher O'Hara","QB","Middle Tennessee","Conference USA",527,0.316,0.303,0.341
"348",686,2020,4374350,"Asher O'Hara","QB","Middle Tennessee","Conference USA",461,0.238,0.243,0.228
"349",52,2015,530731,"Mitch Leidner","QB","Minnesota","Big Ten",508,0.242,0.27,0.107
"350",174,2016,530731,"Mitch Leidner","QB","Minnesota","Big Ten",416,0.23,0.181,0.39
"351",260,2017,3728285,"Demry Croft","QB","Minnesota","Big Ten",201,0.019,-0.153,0.414
"352",398,2018,4360936,"Zack Annexstad","QB","Minnesota","Big Ten",206,0.08,0.084,-0.006
"353",648,2019,4240756,"Tanner Morgan","QB","Minnesota","Big Ten",376,0.562,0.592,0.255
"354",705,2020,4240756,"Tanner Morgan","QB","Minnesota","Big Ten",204,0.311,0.315,0.253
"355",94,2015,512030,"Dak Prescott","QB","Mississippi State","SEC",631,0.36,0.339,0.446
"356",209,2016,558337,"Nick Fitzgerald","QB","Mississippi State","SEC",555,0.308,0.159,0.617
"357",320,2017,558337,"Nick Fitzgerald","QB","Mississippi State","SEC",400,0.259,0.136,0.503
"358",429,2018,558337,"Nick Fitzgerald","QB","Mississippi State","SEC",499,0.198,0.093,0.361
"359",583,2019,3791110,"Tommy Stevens","QB","Mississippi State","SEC",242,0.279,0.213,0.453
"360",613,2019,4426966,"Garrett Shrader","QB","Mississippi State","SEC",261,0.339,0.217,0.545
"361",654,2020,4044431,"K.J. Costello","QB","Mississippi State","SEC",232,-0.032,-0.031,-0.048
"362",663,2020,4566196,"Will Rogers","QB","Mississippi State","SEC",374,0.131,0.105,1.074
"363",4,2015,3924327,"Drew Lock","QB","Missouri","SEC",313,-0.001,-0.045,0.449
"364",181,2016,3924327,"Drew Lock","QB","Missouri","SEC",481,0.243,0.23,0.382
"365",382,2017,3924327,"Drew Lock","QB","Missouri","SEC",461,0.459,0.482,0.159
"366",508,2018,3924327,"Drew Lock","QB","Missouri","SEC",487,0.413,0.42,0.342
"367",564,2019,3728240,"Kelly Bryant","QB","Missouri","SEC",390,0.229,0.242,0.18
"368",704,2020,4426444,"Connor Bazelak","QB","Missouri","SEC",357,0.31,0.345,-0.026
"369",107,2015,530568,"Keenan Reynolds","QB","Navy","American Athletic",380,0.387,0.444,0.358
"370",242,2016,551208,"Will Worth","QB","Navy","American Athletic",380,0.418,0.59,0.327
"371",453,2018,4039436,"Malcolm Perry","QB","Navy","American Athletic",212,0.263,0.148,0.296
"372",647,2019,4039436,"Malcolm Perry","QB","Navy","American Athletic",377,0.521,0.459,0.543
"373",42,2015,512191,"Jacoby Brissett","QB","NC State","ACC",530,0.218,0.179,0.372
"374",198,2016,546288,"Ryan Finley","QB","NC State","ACC",471,0.283,0.327,-0.041
"375",359,2017,546288,"Ryan Finley","QB","NC State","ACC",543,0.361,0.339,0.549
"376",506,2018,546288,"Ryan Finley","QB","NC State","ACC",482,0.4,0.414,0.207
"377",543,2019,4361653,"Devin Leary","QB","NC State","ACC",246,0.136,0.094,0.425
"378",701,2020,4240025,"Bailey Hockman","QB","NC State","ACC",320,0.296,0.306,0.213
"379",77,2015,533270,"Tommy Armstrong Jr.","QB","Nebraska","Big Ten",494,0.297,0.241,0.56
"380",216,2016,533270,"Tommy Armstrong Jr.","QB","Nebraska","Big Ten",405,0.333,0.328,0.346
"381",302,2017,545757,"Tanner Lee","QB","Nebraska","Big Ten",457,0.228,0.23,0.153
"382",468,2018,4361182,"Adrian Martinez","QB","Nebraska","Big Ten",481,0.292,0.212,0.54
"383",559,2019,4361182,"Adrian Martinez","QB","Nebraska","Big Ten",392,0.219,0.154,0.363
"384",719,2020,4361182,"Adrian Martinez","QB","Nebraska","Big Ten",239,0.358,0.197,0.695
"385",76,2015,536228,"Tyler Stewart","QB","Nevada","Mountain West",423,0.289,0.258,0.425
"386",199,2016,536228,"Tyler Stewart","QB","Nevada","Mountain West",217,0.286,0.265,0.392
"387",324,2017,3122611,"Ty Gangi","QB","Nevada","Mountain West",427,0.268,0.278,0.183
"388",451,2018,3122611,"Ty Gangi","QB","Nevada","Mountain West",488,0.259,0.256,0.297
"389",547,2019,4361435,"Carson Strong","QB","Nevada","Mountain West",413,0.158,0.158,0.154
"390",715,2020,4361435,"Carson Strong","QB","Nevada","Mountain West",382,0.348,0.371,-0.22
"391",73,2015,551028,"Lamar Jordan","QB","New Mexico","Mountain West",263,0.284,0.306,0.264
"392",424,2018,3915379,"Sheriron Jones","QB","New Mexico","Mountain West",251,0.192,0.131,0.386
"393",548,2019,4039390,"Tevaka Tuioti","QB","New Mexico","Mountain West",243,0.16,0.073,0.615
"394",144,2016,3124981,"Tyler Rogers","QB","New Mexico State","FBS Independents",488,0.154,0.078,0.495
"395",303,2017,3124981,"Tyler Rogers","QB","New Mexico State","FBS Independents",631,0.228,0.228,0.235
"396",401,2018,4241635,"Josh Adkins","QB","New Mexico State","FBS Independents",479,0.1,0.119,-0.031
"397",536,2019,4241635,"Josh Adkins","QB","New Mexico State","FBS Independents",538,0.089,0.078,0.156
"398",105,2015,516347,"Marquise Williams","QB","North Carolina","ACC",507,0.383,0.335,0.513
"399",244,2016,545238,"Mitch Trubisky","QB","North Carolina","ACC",535,0.441,0.453,0.36
"400",415,2018,3895838,"Nathan Elliott","QB","North Carolina","ACC",358,0.161,0.196,-0.186
"401",634,2019,4426875,"Sam Howell","QB","North Carolina","ACC",516,0.382,0.408,0.183
"402",737,2020,4426875,"Sam Howell","QB","North Carolina","ACC",440,0.481,0.502,0.348
"403",10,2015,3914500,"DaMarcus Smith","QB","North Texas","Conference USA",299,0.045,-0.061,0.342
"404",135,2016,4039073,"Mason Fine","QB","North Texas","Conference USA",349,0.098,0.061,0.277
"405",334,2017,4039073,"Mason Fine","QB","North Texas","Conference USA",606,0.292,0.32,0.095
"406",480,2018,4039073,"Mason Fine","QB","North Texas","Conference USA",531,0.321,0.354,-0.013
"407",589,2019,4039073,"Mason Fine","QB","North Texas","Conference USA",468,0.291,0.32,-0.117
"408",720,2020,4360163,"Austin Aune","QB","North Texas","Conference USA",211,0.359,0.369,0.263
"409",59,2015,532480,"Drew Hare","QB","Northern Illinois","Mid-American",354,0.255,0.31,0.085
"410",190,2016,532644,"Anthony Maddie","QB","Northern Illinois","Mid-American",230,0.267,0.209,0.404
"411",278,2017,4039470,"Marcus Childers","QB","Northern Illinois","Mid-American",404,0.141,0.094,0.246
"412",397,2018,4039470,"Marcus Childers","QB","Northern Illinois","Mid-American",546,0.077,0,0.293
"413",565,2019,3858269,"Ross Bowers","QB","Northern Illinois","Mid-American",320,0.23,0.243,0.022
"414",665,2020,3858269,"Ross Bowers","QB","Northern Illinois","Mid-American",231,0.135,0.148,-0.205
"415",35,2015,3116144,"Clayton Thorson","QB","Northwestern","Big Ten",391,0.189,0.095,0.558
"416",172,2016,3116144,"Clayton Thorson","QB","Northwestern","Big Ten",574,0.226,0.213,0.336
"417",285,2017,3116144,"Clayton Thorson","QB","Northwestern","Big Ten",544,0.17,0.122,0.56
"418",414,2018,3116144,"Clayton Thorson","QB","Northwestern","Big Ten",564,0.16,0.138,0.437
"419",526,2019,4035633,"Aidan Smith","QB","Northwestern","Big Ten",239,-0.041,-0.07,0.042
"420",698,2020,4045290,"Peyton Ramsey","QB","Northwestern","Big Ten",362,0.289,0.316,0.18
"421",102,2015,3129302,"DeShone Kizer","QB","Notre Dame","FBS Independents",465,0.376,0.371,0.389
"422",205,2016,3129302,"DeShone Kizer","QB","Notre Dame","FBS Independents",487,0.298,0.259,0.444
"423",338,2017,3932451,"Brandon Wimbush","QB","Notre Dame","FBS Independents",410,0.304,0.152,0.689
"424",500,2018,4046678,"Ian Book","QB","Notre Dame","FBS Independents",404,0.38,0.411,0.246
"425",624,2019,4046678,"Ian Book","QB","Notre Dame","FBS Independents",507,0.363,0.358,0.383
"426",728,2020,4046678,"Ian Book","QB","Notre Dame","FBS Independents",462,0.382,0.355,0.492
"427",21,2015,511552,"Derrius Vick","QB","Ohio","Mid-American",339,0.131,0.188,-0.079
"428",154,2016,3920819,"Quinton Maxwell","QB","Ohio","Mid-American",229,0.181,0.225,0.06
"429",175,2016,532440,"Greg Windham","QB","Ohio","Mid-American",379,0.233,0.204,0.332
"430",376,2017,4244688,"Nathan Rourke","QB","Ohio","Mid-American",395,0.422,0.23,0.915
"431",510,2018,4244688,"Nathan Rourke","QB","Ohio","Mid-American",403,0.422,0.291,0.751
"432",638,2019,4244688,"Nathan Rourke","QB","Ohio","Mid-American",479,0.408,0.32,0.638
"433",50,2015,534294,"Cardale Jones","QB","Ohio State","Big Ten",234,0.237,0.304,0.009
"434",78,2015,545624,"J.T. Barrett","QB","Ohio State","Big Ten",257,0.297,0.129,0.532
"435",179,2016,545624,"J.T. Barrett","QB","Ohio State","Big Ten",577,0.238,0.204,0.315
"436",369,2017,545624,"J.T. Barrett","QB","Ohio State","Big Ten",528,0.396,0.38,0.438
"437",515,2018,4040616,"Dwayne Haskins","QB","Ohio State","Big Ten",606,0.44,0.481,0.047
"438",646,2019,4362887,"Justin Fields","QB","Ohio State","Big Ten",485,0.512,0.515,0.501
"439",732,2020,4362887,"Justin Fields","QB","Ohio State","Big Ten",301,0.458,0.395,0.708
"440",114,2015,550373,"Baker Mayfield","QB","Oklahoma","Big 12",531,0.42,0.434,0.362
"441",254,2016,550373,"Baker Mayfield","QB","Oklahoma","Big 12",432,0.697,0.768,0.278
"442",389,2017,550373,"Baker Mayfield","QB","Oklahoma","Big 12",496,0.626,0.66,0.426
"443",524,2018,3917315,"Kyler Murray","QB","Oklahoma","Big 12",509,0.732,0.722,0.761
"444",650,2019,4040715,"Jalen Hurts","QB","Oklahoma","Big 12",569,0.595,0.637,0.523
"445",733,2020,4426339,"Spencer Rattler","QB","Oklahoma","Big 12",395,0.459,0.49,0.288
"446",103,2015,3116407,"Mason Rudolph","QB","Oklahoma State","Big 12",488,0.377,0.419,-0.136
"447",237,2016,3116407,"Mason Rudolph","QB","Oklahoma State","Big 12",525,0.403,0.406,0.379
"448",386,2017,3116407,"Mason Rudolph","QB","Oklahoma State","Big 12",544,0.528,0.516,0.671
"449",498,2018,3122424,"Taylor Cornelius","QB","Oklahoma State","Big 12",605,0.372,0.34,0.553
"450",588,2019,4361825,"Spencer Sanders","QB","Oklahoma State","Big 12",382,0.291,0.326,0.213
"451",685,2020,4361825,"Spencer Sanders","QB","Oklahoma State","Big 12",341,0.235,0.312,-0.016
"452",9,2015,3123209,"Shuler Bentley","QB","Old Dominion","Conference USA",312,0.044,0.025,0.254
"453",62,2015,535113,"David Washington","QB","Old Dominion","Conference USA",215,0.264,0.259,0.297
"454",197,2016,535113,"David Washington","QB","Old Dominion","Conference USA",376,0.282,0.291,0.222
"455",445,2018,3914543,"Blake LaRussa","QB","Old Dominion","Conference USA",391,0.232,0.218,0.515
"456",528,2019,4250764,"Stone Smartt","QB","Old Dominion","Conference USA",279,0.012,-0.114,0.376
"457",122,2015,534580,"Chad Kelly","QB","Ole Miss","SEC",557,0.477,0.427,0.753
"458",240,2016,534580,"Chad Kelly","QB","Ole Miss","SEC",408,0.411,0.396,0.487
"459",351,2017,4035292,"Shea Patterson","QB","Ole Miss","SEC",303,0.332,0.358,0.075
"460",355,2017,4242418,"Jordan Ta'amu","QB","Ole Miss","SEC",224,0.344,0.337,0.374
"461",503,2018,4242418,"Jordan Ta'amu","QB","Ole Miss","SEC",484,0.39,0.41,0.292
"462",574,2019,4426494,"John Rhys Plumlee","QB","Ole Miss","SEC",301,0.262,0.186,0.342
"463",611,2019,4362874,"Matt Corral","QB","Ole Miss","SEC",233,0.334,0.362,0.214
"464",735,2020,4362874,"Matt Corral","QB","Ole Miss","SEC",390,0.471,0.426,0.629
"465",121,2015,511713,"Vernon Adams Jr.","QB","Oregon","Pac-12",337,0.474,0.532,0.189
"466",215,2016,4038941,"Justin Herbert","QB","Oregon","Pac-12",312,0.32,0.335,0.218
"467",387,2017,4038941,"Justin Herbert","QB","Oregon","Pac-12",248,0.542,0.526,0.641
"468",485,2018,4038941,"Justin Herbert","QB","Oregon","Pac-12",475,0.331,0.3,0.578
"469",635,2019,4038941,"Justin Herbert","QB","Oregon","Pac-12",483,0.389,0.383,0.461
"470",736,2020,4360689,"Tyler Shough","QB","Oregon","Pac-12",226,0.478,0.495,0.421
"471",288,2017,550720,"Darell Garretson","QB","Oregon State","Pac-12",257,0.177,0.164,0.279
"472",450,2018,4042803,"Conor Blount","QB","Oregon State","Pac-12",208,0.254,0.295,0.055
"473",462,2018,3124900,"Jake Luton","QB","Oregon State","Pac-12",250,0.277,0.311,-0.457
"474",615,2019,3124900,"Jake Luton","QB","Oregon State","Pac-12",404,0.343,0.331,0.563
"475",33,2015,552329,"Christian Hackenberg","QB","Penn State","Big Ten",425,0.181,0.155,0.535
"476",226,2016,3116172,"Trace McSorley","QB","Penn State","Big Ten",530,0.355,0.422,0.136
"477",352,2017,3116172,"Trace McSorley","QB","Penn State","Big Ten",595,0.333,0.355,0.252
"478",426,2018,3116172,"Trace McSorley","QB","Penn State","Big Ten",526,0.194,0.105,0.433
"479",614,2019,4259592,"Sean Clifford","QB","Penn State","Big Ten",433,0.339,0.347,0.309
"480",706,2020,4259592,"Sean Clifford","QB","Penn State","Big Ten",348,0.314,0.33,0.255
"481",71,2015,532065,"Nathan Peterman","QB","Pittsburgh","ACC",396,0.277,0.285,0.235
"482",249,2016,532065,"Nathan Peterman","QB","Pittsburgh","ACC",376,0.508,0.52,0.443
"483",276,2017,3895785,"Ben Dinucci","QB","Pittsburgh","ACC",211,0.137,0.089,0.352
"484",404,2018,4240703,"Kenny Pickett","QB","Pittsburgh","ACC",422,0.106,0.043,0.36
"485",549,2019,4240703,"Kenny Pickett","QB","Pittsburgh","ACC",557,0.171,0.158,0.264
"486",695,2020,4240703,"Kenny Pickett","QB","Pittsburgh","ACC",412,0.279,0.294,0.202
"487",16,2015,3116188,"David Blough","QB","Purdue","Big Ten",357,0.098,0.053,0.391
"488",24,2015,534770,"Austin Appleby","QB","Purdue","Big Ten",261,0.149,0.136,0.206
"489",146,2016,3116188,"David Blough","QB","Purdue","Big Ten",598,0.156,0.126,0.475
"490",270,2017,3791146,"Elijah Sindelar","QB","Purdue","Big Ten",342,0.113,0.112,0.122
"491",472,2018,3116188,"David Blough","QB","Purdue","Big Ten",531,0.303,0.282,0.516
"492",556,2019,4361493,"Jack Plummer","QB","Purdue","Big Ten",303,0.204,0.211,0.158
"493",65,2015,514894,"Driphus Jackson","QB","Rice","Conference USA",388,0.269,0.27,0.263
"494",151,2016,536503,"Tyler Stehling","QB","Rice","Conference USA",413,0.174,0.141,0.315
"495",417,2018,3122170,"Shawn Stankavage","QB","Rice","Conference USA",260,0.168,0.15,0.317
"496",544,2019,3912536,"Tom Stewart","QB","Rice","Conference USA",203,0.142,0.141,0.149
"497",51,2015,547549,"Chris Laviano","QB","Rutgers","Big Ten",369,0.24,0.243,0.214
"498",129,2016,3127375,"Giovanni Rescigno","QB","Rutgers","Big Ten",220,0.018,-0.034,0.226
"499",390,2018,4361530,"Artur Sitkowski","QB","Rutgers","Big Ten",293,-0.134,-0.134,-0.132
"500",527,2019,4360204,"Johnny Langan","QB","Rutgers","Big Ten",288,-0.009,-0.138,0.197
"501",664,2020,4243539,"Noah Vedral","QB","Rutgers","Big Ten",281,0.131,0.088,0.323
"502",58,2015,517427,"Maxwell Smith","QB","San Diego State","Mountain West",229,0.255,0.292,-0.211
"503",192,2016,3139921,"Christian Chapman","QB","San Diego State","Mountain West",288,0.268,0.308,0.023
"504",318,2017,3139921,"Christian Chapman","QB","San Diego State","Mountain West",321,0.254,0.267,0.17
"505",473,2018,3921648,"Ryan Agnew","QB","San Diego State","Mountain West",280,0.304,0.271,0.499
"506",577,2019,3921648,"Ryan Agnew","QB","San Diego State","Mountain West",440,0.266,0.256,0.335
"507",104,2015,3914864,"Kenny Potter","QB","San José State","Mountain West",382,0.38,0.335,0.534
"508",156,2016,3914864,"Kenny Potter","QB","San José State","Mountain West",445,0.183,0.162,0.258
"509",263,2017,4036850,"Montel Aaron","QB","San José State","Mountain West",269,0.065,0.04,0.294
"510",400,2018,3921685,"Josh Love","QB","San José State","Mountain West",317,0.099,0.121,-0.378
"511",618,2019,3921685,"Josh Love","QB","San José State","Mountain West",502,0.35,0.355,0.141
"512",721,2020,4035225,"Nick Starkel","QB","San José State","Mountain West",264,0.368,0.395,-0.517
"513",46,2015,532113,"Matt Davis","QB","SMU","American Athletic",513,0.224,0.14,0.436
"514",169,2016,3916208,"Ben Hicks","QB","SMU","American Athletic",464,0.211,0.205,0.339
"515",342,2017,3916208,"Ben Hicks","QB","SMU","American Athletic",521,0.31,0.302,0.423
"516",411,2018,3916208,"Ben Hicks","QB","SMU","American Athletic",413,0.149,0.143,0.263
"517",623,2019,4039034,"Shane Buechele","QB","SMU","American Athletic",549,0.363,0.384,0.154
"518",726,2020,4039034,"Shane Buechele","QB","SMU","American Athletic",423,0.379,0.352,0.645
"519",25,2015,3918634,"Cody Clements","QB","South Alabama","Sun Belt",403,0.151,0.155,0.131
"520",186,2016,3125259,"Dallas Davis","QB","South Alabama","Sun Belt",436,0.252,0.224,0.393
"521",264,2017,3139423,"Cole Garvin","QB","South Alabama","Sun Belt",263,0.079,0.104,-0.179
"522",299,2017,3125259,"Dallas Davis","QB","South Alabama","Sun Belt",224,0.207,0.265,-0.065
"523",476,2018,3129265,"Evan Orth","QB","South Alabama","Sun Belt",215,0.308,0.287,0.425
"524",530,2019,4249400,"Cephus Johnson","QB","South Alabama","Sun Belt",230,0.044,-0.067,0.382
"525",676,2020,4373851,"Desmond Trotter","QB","South Alabama","Sun Belt",329,0.205,0.195,0.254
"526",74,2015,548144,"Perry Orth","QB","South Carolina","SEC",313,0.286,0.283,0.309
"527",150,2016,4038809,"Jake Bentley","QB","South Carolina","SEC",240,0.173,0.17,0.194
"528",319,2017,4038809,"Jake Bentley","QB","South Carolina","SEC",467,0.255,0.216,0.626
"529",494,2018,4038809,"Jake Bentley","QB","South Carolina","SEC",447,0.359,0.355,0.392
"530",535,2019,4426657,"Ryan Hilinski","QB","South Carolina","SEC",436,0.087,0.091,-0.019
"531",660,2020,4036357,"Collin Hill","QB","South Carolina","SEC",257,0.12,0.093,0.428
"532",69,2015,3139591,"Quinton Flowers","QB","South Florida","American Athletic",463,0.276,0.27,0.285
"533",245,2016,3139591,"Quinton Flowers","QB","South Florida","American Athletic",479,0.461,0.327,0.708
"534",354,2017,3139591,"Quinton Flowers","QB","South Florida","American Athletic",543,0.343,0.336,0.358
"535",464,2018,3858944,"Blake Barnett","QB","South Florida","American Athletic",397,0.285,0.238,0.52
"536",542,2019,4360890,"Jordan McCloud","QB","South Florida","American Athletic",327,0.133,0.046,0.436
"537",673,2020,4360890,"Jordan McCloud","QB","South Florida","American Athletic",209,0.186,0.143,0.419
"538",113,2015,552880,"Nick Mullens","QB","Southern Mississippi","Conference USA",562,0.419,0.431,0.137
"539",236,2016,552880,"Nick Mullens","QB","Southern Mississippi","Conference USA",432,0.401,0.396,0.457
"540",310,2017,4050370,"Keon Howard","QB","Southern Mississippi","Conference USA",220,0.245,0.196,0.422
"541",331,2017,4039275,"Kwadra Griggs","QB","Southern Mississippi","Conference USA",346,0.288,0.295,0.261
"542",409,2018,4040407,"Jack Abraham","QB","Southern Mississippi","Conference USA",314,0.135,0.153,-0.059
"543",632,2019,4040407,"Jack Abraham","QB","Southern Mississippi","Conference USA",482,0.378,0.371,0.424
"544",123,2015,516357,"Kevin Hogan","QB","Stanford","Pac-12",386,0.481,0.481,0.483
"545",140,2016,546469,"Ryan Burns","QB","Stanford","Pac-12",222,0.13,0.139,0.089
"546",384,2017,4044431,"K.J. Costello","QB","Stanford","Pac-12",238,0.469,0.462,0.54
"547",516,2018,4044431,"K.J. Costello","QB","Stanford","Pac-12",450,0.451,0.458,0.303
"548",600,2019,4242546,"Davis Mills","QB","Stanford","Pac-12",271,0.312,0.318,0.228
"549",729,2020,4242546,"Davis Mills","QB","Stanford","Pac-12",218,0.384,0.402,0.219
"550",57,2015,3916447,"Eric Dungey","QB","Syracuse","ACC",263,0.25,0.265,0.213
"551",193,2016,3916447,"Eric Dungey","QB","Syracuse","ACC",476,0.27,0.291,0.193
"552",298,2017,3916447,"Eric Dungey","QB","Syracuse","ACC",523,0.206,0.135,0.454
"553",484,2018,3916447,"Eric Dungey","QB","Syracuse","ACC",492,0.325,0.286,0.429
"554",546,2019,4240391,"Tommy DeVito","QB","Syracuse","ACC",446,0.152,0.121,0.328
"555",655,2020,4037121,"Rex Culpepper","QB","Syracuse","ACC",211,0.037,0.041,-0.018
