"","V1","season","id","name","position","team","conference","countablePlays","averagePPA.all","averagePPA.pass","averagePPA.rush"
"556",120,2015,517127,"Trevone Boykin","QB","TCU","Big 12",515,0.459,0.49,0.344
"557",203,2016,549865,"Kenny Hill","QB","TCU","Big 12",564,0.293,0.22,0.627
"558",356,2017,549865,"Kenny Hill","QB","TCU","Big 12",497,0.348,0.365,0.262
"559",554,2019,4427105,"Max Duggan","QB","TCU","Big 12",466,0.187,0.092,0.518
"560",677,2020,4427105,"Max Duggan","QB","TCU","Big 12",351,0.214,0.149,0.396
"561",40,2015,549759,"P.J. Walker","QB","Temple","American Athletic",512,0.21,0.244,-0.027
"562",187,2016,549759,"P.J. Walker","QB","Temple","American Athletic",457,0.254,0.28,-0.023
"563",292,2017,3914214,"Logan Marchi","QB","Temple","American Athletic",269,0.186,0.198,-0.012
"564",372,2017,3138735,"Frank Nutile","QB","Temple","American Athletic",232,0.41,0.442,0.155
"565",454,2018,4044122,"Anthony Russo","QB","Temple","American Athletic",386,0.264,0.263,0.27
"566",550,2019,4044122,"Anthony Russo","QB","Temple","American Athletic",450,0.173,0.181,-0.01
"567",82,2015,546540,"Joshua Dobbs","QB","Tennessee","SEC",487,0.307,0.241,0.501
"568",223,2016,546540,"Joshua Dobbs","QB","Tennessee","SEC",495,0.351,0.279,0.569
"569",465,2018,4035167,"Jarrett Guarantano","QB","Tennessee","SEC",285,0.291,0.314,-0.004
"570",601,2019,4035167,"Jarrett Guarantano","QB","Tennessee","SEC",304,0.312,0.321,0.248
"571",691,2020,4035167,"Jarrett Guarantano","QB","Tennessee","SEC",204,0.254,0.16,0.867
"572",165,2016,4039034,"Shane Buechele","QB","Texas","Big 12",484,0.203,0.21,0.162
"573",275,2017,4241820,"Sam Ehlinger","QB","Texas","Big 12",390,0.13,0.109,0.187
"574",284,2017,4039034,"Shane Buechele","QB","Texas","Big 12",274,0.162,0.12,0.393
"575",499,2018,4241820,"Sam Ehlinger","QB","Texas","Big 12",587,0.38,0.361,0.44
"576",629,2019,4241820,"Sam Ehlinger","QB","Texas","Big 12",613,0.375,0.365,0.413
"577",710,2020,4241820,"Sam Ehlinger","QB","Texas","Big 12",434,0.324,0.321,0.335
"578",68,2015,559681,"Kyle Allen","QB","Texas A&M","SEC",345,0.274,0.274,0.275
"579",196,2016,534449,"Trevor Knight","QB","Texas A&M","SEC",451,0.279,0.192,0.639
"580",279,2017,4240904,"Kellen Mond","QB","Texas A&M","SEC",314,0.143,0.104,0.281
"581",375,2017,4035225,"Nick Starkel","QB","Texas A&M","SEC",217,0.421,0.431,-0.115
"582",469,2018,4240904,"Kellen Mond","QB","Texas A&M","SEC",555,0.295,0.266,0.407
"583",591,2019,4240904,"Kellen Mond","QB","Texas A&M","SEC",537,0.292,0.241,0.534
"584",717,2020,4240904,"Kellen Mond","QB","Texas A&M","SEC",392,0.355,0.384,0.217
"585",26,2015,548240,"Tyler Jones","QB","Texas State","Sun Belt",469,0.161,0.13,0.256
"586",132,2016,548240,"Tyler Jones","QB","Texas State","Sun Belt",454,0.05,0.051,0.046
"587",268,2017,546603,"Damian Williams","QB","Texas State","Sun Belt",384,0.11,0.114,0.095
"588",399,2018,4362667,"Tyler Vitt","QB","Texas State","Sun Belt",274,0.088,0.074,0.135
"589",533,2019,4027860,"Gresch Jensen","QB","Texas State","Sun Belt",202,0.085,0.054,0.964
"590",540,2019,4362667,"Tyler Vitt","QB","Texas State","Sun Belt",287,0.125,0.106,0.238
"591",661,2020,4371730,"Brady McBride","QB","Texas State","Sun Belt",342,0.124,0.151,-0.046
"592",95,2015,3139477,"Patrick Mahomes","QB","Texas Tech","Big 12",700,0.361,0.314,0.621
"593",243,2016,3139477,"Patrick Mahomes","QB","Texas Tech","Big 12",718,0.423,0.423,0.422
"594",339,2017,545364,"Nic Shimonek","QB","Texas Tech","Big 12",549,0.306,0.313,0.193
"595",470,2018,4043136,"Jett Duffey","QB","Texas Tech","Big 12",230,0.298,0.269,0.374
"596",501,2018,4362159,"Alan Bowman","QB","Texas Tech","Big 12",353,0.381,0.407,-0.036
"597",563,2019,4043136,"Jett Duffey","QB","Texas Tech","Big 12",437,0.228,0.238,0.158
"598",678,2020,4259219,"Henry Colombi","QB","Texas Tech","Big 12",214,0.214,0.164,0.457
"599",680,2020,4362159,"Alan Bowman","QB","Texas Tech","Big 12",237,0.216,0.228,-0.062
"600",99,2015,515906,"Phillip Ely","QB","Toledo","Mid-American",391,0.37,0.392,-0.032
"601",252,2016,545910,"Logan Woodside","QB","Toledo","Mid-American",418,0.532,0.585,-0.417
"602",377,2017,545910,"Logan Woodside","QB","Toledo","Mid-American",458,0.43,0.436,0.325
"603",421,2018,4039495,"Eli Peters","QB","Toledo","Mid-American",286,0.184,0.18,0.262
"604",84,2015,546145,"Brandon Silvers","QB","Troy","Sun Belt",369,0.314,0.338,0.038
"605",163,2016,546145,"Brandon Silvers","QB","Troy","Sun Belt",416,0.202,0.189,0.343
"606",328,2017,546145,"Brandon Silvers","QB","Troy","Sun Belt",453,0.278,0.267,0.421
"607",427,2018,4039901,"Sawyer Smith","QB","Troy","Sun Belt",299,0.194,0.216,0.105
"608",596,2019,4039910,"Kaleb Barker","QB","Troy","Sun Belt",542,0.309,0.322,0.197
"609",692,2020,4362723,"Gunnar Watson","QB","Troy","Sun Belt",330,0.264,0.281,0
"610",19,2015,545757,"Tanner Lee","QB","Tulane","American Athletic",298,0.11,0.127,-0.861
"611",128,2016,3126243,"Glen Cuiellette","QB","Tulane","American Athletic",353,-0.117,-0.101,-0.155
"612",350,2017,3916103,"Jonathan Banks","QB","Tulane","American Athletic",358,0.328,0.302,0.375
"613",418,2018,3916103,"Jonathan Banks","QB","Tulane","American Athletic",216,0.171,0.137,0.268
"614",602,2019,3843247,"Justin McMillan","QB","Tulane","American Athletic",480,0.313,0.226,0.524
"615",681,2020,4685039,"Michael Pratt","QB","Tulane","American Athletic",369,0.217,0.158,0.421
"616",93,2015,532273,"Dane Evans","QB","Tulsa","American Athletic",577,0.351,0.361,0.255
"617",228,2016,532273,"Dane Evans","QB","Tulsa","American Athletic",473,0.363,0.341,0.757
"618",325,2017,3917007,"Chad President","QB","Tulsa","American Athletic",223,0.269,0.066,0.823
"619",413,2018,4244601,"Seth Boomer","QB","Tulsa","American Athletic",252,0.155,0.14,0.251
"620",562,2019,4035409,"Zach Smith","QB","Tulsa","American Athletic",500,0.226,0.247,-0.033
"621",672,2020,4035409,"Zach Smith","QB","Tulsa","American Athletic",296,0.174,0.193,-0.118
"622",312,2017,545682,"A.J. Erdely","QB","UAB","Conference USA",455,0.246,0.182,0.479
"623",442,2018,545682,"A.J. Erdely","QB","UAB","Conference USA",280,0.226,0.243,0.172
"624",509,2018,4239793,"Tyler Johnston III","QB","UAB","Conference USA",230,0.421,0.521,0.247
"625",571,2019,4239793,"Tyler Johnston III","QB","UAB","Conference USA",324,0.253,0.296,0.094
"626",14,2015,551184,"Justin Holman","QB","UCF","American Athletic",295,0.08,0.024,0.437
"627",137,2016,4042113,"McKenzie Milton","QB","UCF","American Athletic",384,0.106,0.064,0.292
"628",388,2017,4042113,"McKenzie Milton","QB","UCF","American Athletic",494,0.578,0.569,0.614
"629",520,2018,4042113,"McKenzie Milton","QB","UCF","American Athletic",366,0.509,0.535,0.405
"630",636,2019,4427238,"Dillon Gabriel","QB","UCF","American Athletic",466,0.394,0.391,0.424
"631",731,2020,4427238,"Dillon Gabriel","QB","UCF","American Athletic",469,0.453,0.461,0.383
"632",87,2015,3886377,"Josh Rosen","QB","UCLA","Pac-12",520,0.328,0.327,0.348
"633",159,2016,531259,"Mike Fafaul","QB","UCLA","Pac-12",280,0.187,0.184,0.234
"634",230,2016,3886377,"Josh Rosen","QB","UCLA","Pac-12",250,0.365,0.367,0.314
"635",340,2017,3886377,"Josh Rosen","QB","UCLA","Pac-12",497,0.307,0.308,0.302
"636",439,2018,4367178,"Dorian Thompson-Robinson","QB","UCLA","Pac-12",200,0.221,0.201,0.341
"637",457,2018,3115966,"Wilton Speight","QB","UCLA","Pac-12",245,0.27,0.256,0.39
"638",570,2019,4367178,"Dorian Thompson-Robinson","QB","UCLA","Pac-12",475,0.251,0.221,0.388
"639",17,2015,518271,"Blake Frohnapfel","QB","UMass","FBS Independents",530,0.099,0.081,0.327
"640",180,2016,3116772,"Andrew Ford","QB","UMass","FBS Independents",406,0.241,0.22,0.75
"641",360,2017,3116772,"Andrew Ford","QB","UMass","FBS Independents",408,0.363,0.364,0.343
"642",491,2018,3125927,"Ross Comis","QB","UMass","FBS Independents",277,0.354,0.333,0.431
"643",525,2019,4572366,"Andrew Brito","QB","UMass","FBS Independents",203,-0.11,-0.087,-0.374
"644",15,2015,551230,"Kurt Palandech","QB","UNLV","Mountain West",234,0.089,-0.032,0.43
"645",72,2015,3125318,"Blake Decker","QB","UNLV","Mountain West",254,0.279,0.325,0.029
"646",311,2017,4056052,"Armani Rogers","QB","UNLV","Mountain West",333,0.245,0.143,0.416
"647",412,2018,4035856,"Max Gilliam","QB","UNLV","Mountain West",276,0.152,0.171,0.014
"648",471,2018,4056052,"Armani Rogers","QB","UNLV","Mountain West",210,0.3,0.043,0.719
"649",545,2019,4361566,"Kenyon Oblad","QB","UNLV","Mountain West",351,0.15,0.154,0.11
"650",675,2020,4035856,"Max Gilliam","QB","UNLV","Mountain West",212,0.202,0.078,0.737
"651",98,2015,513329,"Cody Kessler","QB","USC","Pac-12",504,0.369,0.334,1.158
"652",250,2016,3912547,"Sam Darnold","QB","USC","Pac-12",426,0.509,0.549,0.238
"653",366,2017,3912547,"Sam Darnold","QB","USC","Pac-12",552,0.378,0.381,0.35
"654",434,2018,4374303,"JT Daniels","QB","USC","Pac-12",403,0.205,0.23,-0.18
"655",640,2019,4428512,"Kedon Slovis","QB","USC","Pac-12",434,0.427,0.458,-0.081
"656",716,2020,4428512,"Kedon Slovis","QB","USC","Pac-12",284,0.351,0.37,-0.115
"657",11,2015,3124037,"Dalton Sturm","QB","UT San Antonio","Conference USA",338,0.049,0.062,0.014
"658",202,2016,3124037,"Dalton Sturm","QB","UT San Antonio","Conference USA",360,0.291,0.247,0.493
"659",347,2017,3124037,"Dalton Sturm","QB","UT San Antonio","Conference USA",415,0.32,0.279,0.456
"660",392,2018,4362984,"Cordale Grundy","QB","UT San Antonio","Conference USA",282,0.041,-0.032,0.416
"661",553,2019,4242203,"Lowell Narcisse","QB","UT San Antonio","Conference USA",316,0.184,0.065,0.454
"662",699,2020,4245186,"Frank Harris","QB","UT San Antonio","Conference USA",301,0.29,0.187,0.629
"663",38,2015,531051,"Travis Wilson","QB","Utah","Pac-12",450,0.206,0.191,0.248
"664",157,2016,546876,"Troy Williams","QB","Utah","Pac-12",493,0.184,0.195,0.13
"665",314,2017,4035671,"Tyler Huntley","QB","Utah","Pac-12",473,0.25,0.265,0.215
"666",416,2018,4243258,"Jason Shelley","QB","Utah","Pac-12",228,0.164,0.167,0.154
"667",441,2018,4035671,"Tyler Huntley","QB","Utah","Pac-12",338,0.224,0.251,0.15
"668",641,2019,4035671,"Tyler Huntley","QB","Utah","Pac-12",399,0.448,0.524,0.141
"669",6,2015,512806,"Chuckie Keeton","QB","Utah State","Mountain West",246,0.033,-0.003,0.197
"670",64,2015,3125353,"Kent Myers","QB","Utah State","Mountain West",281,0.266,0.295,0.18
"671",167,2016,3125353,"Kent Myers","QB","Utah State","Mountain West",476,0.205,0.155,0.412
"672",274,2017,3125353,"Kent Myers","QB","Utah State","Mountain West",277,0.13,0.036,0.471
"673",293,2017,4036378,"Jordan Love","QB","Utah State","Mountain West",273,0.192,0.162,0.382
"674",518,2018,4036378,"Jordan Love","QB","Utah State","Mountain West",458,0.467,0.487,0.244
"675",557,2019,4036378,"Jordan Love","QB","Utah State","Mountain West",552,0.206,0.201,0.246
"676",149,2016,3124698,"Ryan Metz","QB","UTEP","Conference USA",206,0.173,0.127,0.621
"677",391,2018,4362029,"Kai Locksley","QB","UTEP","Conference USA",274,0.032,-0.071,0.231
"678",586,2019,4362029,"Kai Locksley","QB","UTEP","Conference USA",305,0.288,0.242,0.378
"679",693,2020,4575668,"Gavin Hardison","QB","UTEP","Conference USA",223,0.264,0.332,-0.422
"680",7,2015,546184,"Johnny McCrary","QB","Vanderbilt","SEC",336,0.036,-0.012,0.296
"681",142,2016,3915776,"Kyle Shurmur","QB","Vanderbilt","SEC",423,0.15,0.161,-0.057
"682",349,2017,3915776,"Kyle Shurmur","QB","Vanderbilt","SEC",412,0.328,0.342,0.005
"683",475,2018,3915776,"Kyle Shurmur","QB","Vanderbilt","SEC",439,0.308,0.312,0.22
"684",537,2019,3915468,"Riley Neal","QB","Vanderbilt","SEC",310,0.11,0.078,0.377
"685",657,2020,4431375,"Ken Seals","QB","Vanderbilt","SEC",285,0.092,0.096,0.046
"686",63,2015,535548,"Matt Johns","QB","Virginia","ACC",460,0.264,0.27,0.206
"687",136,2016,545645,"Kurt Benkert","QB","Virginia","ACC",463,0.099,0.089,0.247
"688",267,2017,545645,"Kurt Benkert","QB","Virginia","ACC",571,0.109,0.104,0.166
"689",459,2018,3675812,"Bryce Perkins","QB","Virginia","ACC",557,0.274,0.266,0.291
"690",558,2019,3675812,"Bryce Perkins","QB","Virginia","ACC",723,0.209,0.201,0.232
"691",694,2020,4370775,"Brennan Armstrong","QB","Virginia","ACC",393,0.274,0.227,0.398
"692",39,2015,530541,"Brenden Motley","QB","Virginia Tech","ACC",251,0.21,0.214,0.202
"693",67,2015,514481,"Michael Brewer","QB","Virginia Tech","ACC",251,0.273,0.286,0.132
"694",224,2016,556465,"Jerod Evans","QB","Virginia Tech","ACC",620,0.352,0.34,0.382
"695",306,2017,4037603,"Josh Jackson","QB","Virginia Tech","ACC",514,0.235,0.238,0.226
"696",477,2018,3917958,"Ryan Willis","QB","Virginia Tech","ACC",472,0.31,0.253,0.557
"697",619,2019,4240858,"Hendon Hooker","QB","Virginia Tech","ACC",279,0.351,0.397,0.272
"698",708,2020,4240858,"Hendon Hooker","QB","Virginia Tech","ACC",269,0.316,0.336,0.285
"699",23,2015,3124092,"John Wolford","QB","Wake Forest","ACC",306,0.143,0.114,0.291
"700",145,2016,3124092,"John Wolford","QB","Wake Forest","ACC",428,0.155,0.077,0.413
"701",374,2017,3124092,"John Wolford","QB","Wake Forest","ACC",512,0.42,0.442,0.354
"702",444,2018,4361994,"Sam Hartman","QB","Wake Forest","ACC",394,0.23,0.224,0.256
"703",467,2018,4037213,"Jamie Newman","QB","Wake Forest","ACC",205,0.291,0.292,0.287
"704",582,2019,4037213,"Jamie Newman","QB","Wake Forest","ACC",539,0.273,0.332,0.132
"705",712,2020,4361994,"Sam Hartman","QB","Wake Forest","ACC",335,0.337,0.39,-0.04
"706",80,2015,3886812,"Jake Browning","QB","Washington","Pac-12",428,0.306,0.287,0.516
"707",247,2016,3886812,"Jake Browning","QB","Washington","Pac-12",452,0.477,0.457,0.696
"708",363,2017,3886812,"Jake Browning","QB","Washington","Pac-12",389,0.369,0.373,0.336
"709",497,2018,3886812,"Jake Browning","QB","Washington","Pac-12",467,0.365,0.339,0.534
"710",595,2019,4035003,"Jacob Eason","QB","Washington","Pac-12",449,0.305,0.293,0.506
"711",66,2015,550629,"Luke Falk","QB","Washington State","Pac-12",720,0.271,0.29,0
"712",201,2016,550629,"Luke Falk","QB","Washington State","Pac-12",696,0.289,0.304,0.017
"713",295,2017,550629,"Luke Falk","QB","Washington State","Pac-12",592,0.196,0.196,0.202
"714",479,2018,4038524,"Gardner Minshew","QB","Washington State","Pac-12",713,0.319,0.309,0.462
"715",592,2019,4055171,"Anthony Gordon","QB","Washington State","Pac-12",724,0.292,0.31,-0.086
"716",41,2015,3116460,"Skyler Howard","QB","West Virginia","Big 12",560,0.217,0.209,0.245
"717",211,2016,3116460,"Skyler Howard","QB","West Virginia","Big 12",542,0.311,0.296,0.363
"718",313,2017,559556,"Will Grier","QB","West Virginia","Big 12",390,0.246,0.267,0.095
"719",496,2018,559556,"Will Grier","QB","West Virginia","Big 12",388,0.365,0.381,0.118
"720",552,2019,4037642,"Austin Kendall","QB","West Virginia","Big 12",348,0.183,0.186,0.158
"721",687,2020,4244029,"Jarret Doege","QB","West Virginia","Big 12",408,0.239,0.221,0.578
"722",125,2015,504866,"Brandon Doughty","QB","Western Kentucky","Conference USA",541,0.499,0.524,-0.392
"723",251,2016,549804,"Mike White","QB","Western Kentucky","Conference USA",399,0.511,0.52,0.21
"724",333,2017,549804,"Mike White","QB","Western Kentucky","Conference USA",617,0.291,0.288,0.372
"725",395,2018,4037556,"Steven Duncan","QB","Western Kentucky","Conference USA",256,0.069,0.062,0.094
"726",599,2019,3886621,"Ty Storey","QB","Western Kentucky","Conference USA",465,0.311,0.306,0.328
"727",659,2020,4036210,"Tyrrell Pigrome","QB","Western Kentucky","Conference USA",399,0.115,0.059,0.32
"728",112,2015,532645,"Zach Terrell","QB","Western Michigan","Mid-American",435,0.412,0.4,0.512
"729",253,2016,532645,"Zach Terrell","QB","Western Michigan","Mid-American",435,0.587,0.593,0.557
"730",344,2017,3916726,"Jon Wassink","QB","Western Michigan","Mid-American",231,0.316,0.302,0.413
"731",490,2018,3916726,"Jon Wassink","QB","Western Michigan","Mid-American",289,0.349,0.324,0.489
"732",608,2019,3916726,"Jon Wassink","QB","Western Michigan","Mid-American",475,0.323,0.298,0.523
"733",61,2015,514230,"Joel Stave","QB","Wisconsin","Big Ten",397,0.258,0.26,0.201
"734",184,2016,3886609,"Alex Hornibrook","QB","Wisconsin","Big Ten",204,0.249,0.291,-0.561
"735",373,2017,3886609,"Alex Hornibrook","QB","Wisconsin","Big Ten",347,0.418,0.441,-0.55
"736",443,2018,3886609,"Alex Hornibrook","QB","Wisconsin","Big Ten",225,0.229,0.259,-0.575
"737",637,2019,4242331,"Jack Coan","QB","Wisconsin","Big Ten",390,0.401,0.429,0.155
"738",671,2020,4426335,"Graham Mertz","QB","Wisconsin","Big Ten",228,0.169,0.133,0.478
"739",54,2015,530691,"Cameron Coffman","QB","Wyoming","Mountain West",280,0.244,0.246,0.214
"740",239,2016,3918298,"Josh Allen","QB","Wyoming","Mountain West",481,0.411,0.34,0.683
"741",323,2017,3918298,"Josh Allen","QB","Wyoming","Mountain West",360,0.264,0.22,0.455
"742",393,2018,4240351,"Tyler Vander Waal","QB","Wyoming","Mountain West",304,0.054,0.033,0.198
"743",642,2019,4361690,"Sean Chambers","QB","Wyoming","Mountain West",210,0.454,0.242,0.785
