Rk,Team,Rec,STR,KRE,Rk,KE,Rk,PRE,Rk,PE,Rk,FGE,Rk,OFG,Rk,OFP,Rk,DFP,Rk,NFP,Rk
37,West Virginia,7-4,.21,.01,80,-.01,49,-.17,99,.18,21,.57,8,-.21,88,68.6,24,71.8,38,3.2,25
38,Temple,8-4,.19,.16,10,-.02,58,.03,19,-.03,113,-.40,116,.18,28,68.4,19,69.2,102,.8,56
39,USC,5-7,.19,.04,50,-.03,69,.06,13,-.01,105,.30,32,-.07,62,71.7,94,71.1,55,-.6,81
40,Kentucky,9-3,.19,.02,70,.00,38,-.06,57,.14,40,-.59,126,.59,5,71.0,80,72.9,16,1.9,41
41,Northern Illinois,8-6,.18,.01,75,-.04,71,.00,26,.16,35,.06,68,-.12,73,70.8,74,70.1,82,-.8,85
42,Notre Dame,12-1,.18,.02,64,-.11,112,-.05,53,.08,70,.31,28,.35,17,70.1,55,71.9,35,1.8,42
43,Kansas State,4-7,.18,-.14,130,.06,7,.00,28,.08,68,.21,45,.17,29,69.8,48,72.0,33,2.2,34
44,UAB,10-3,.17,.00,90,-.01,45,.07,9,.07,73,-.05,85,-.08,64,69.7,44,70.1,81,.4,63
45,Tulane,6-6,.17,.12,21,-.07,89,-.09,68,.14,41,.04,72,-.06,61,70.2,59,69.4,94,-.9,87
46,Hawaii,7-6,.16,.01,87,-.20,125,-.04,50,.17,33,.29,33,.51,8,70.5,66,65.1,128,-5.5,118
47,Baylor,6-6,.15,-.06,124,.03,23,.03,18,.17,32,-.37,115,.12,38,74.2,124,70.4,74,-3.8,104
48,Virginia Tech,5-7,.15,.03,55,-.02,59,-.03,40,.10,57,-.27,106,.30,21,71.2,83,71.9,36,.7,59
49,Pittsburgh,6-7,.13,.04,47,-.01,44,-.11,74,-.02,107,.70,3,-.18,80,73.0,112,69.5,92,-3.6,103
50,Georgia,10-3,.13,.02,74,-.10,102,.10,6,.10,59,.34,23,-.37,106,70.8,75,70.9,59,.1,67
51,Washington State,10-2,.13,.09,29,.00,39,-.06,55,.21,16,-.11,95,-.48,116,70.9,76,72.3,26,1.4,47
52,Wyoming,5-6,.11,.07,37,-.04,74,-.17,100,.02,96,.69,4,-.11,71,70.6,69,71.7,40,1.0,51
53,Oregon State,1-10,.10,-.01,100,.05,14,-.13,79,.11,50,-.29,108,.31,20,71.8,102,70.4,75,-1.4,94
54,Memphis,7-6,.10,.19,9,-.01,48,-.08,65,.11,51,.05,70,-.74,128,69.8,47,71.8,37,2.0,38
55,Rice,1-11,.09,.10,25,.08,4,-.24,121,.17,28,.00,77,-.41,113,70.0,54,69.6,88,-.4,77
56,Old Dominion,3-8,.09,.04,51,-.09,98,-.04,44,.16,34,.15,54,-.15,77,71.1,82,70.9,61,-.2,73
57,UCF,11-1,.08,.03,56,-.07,94,-.24,122,.20,18,.54,9,-.05,59,71.8,96,71.6,44,-.2,72
58,San Diego State,6-6,.07,.04,49,-.05,79,-.16,98,.19,19,.32,27,-.21,89,71.9,104,69.8,86,-2.1,99
59,SMU,4-7,.06,.15,14,-.10,105,-.14,84,.02,93,.13,61,.18,26,69.6,41,70.6,68,.9,54
60,Georgia Tech,6-6,.06,.16,12,-.22,127,-.19,108,.26,4,.45,16,-.24,92,68.9,29,69.3,100,.4,65
61,Air Force,4-7,.06,.01,78,.13,1,-.08,67,-.15,126,.14,59,.08,44,72.8,110,71.8,39,-1.1,88
62,North Texas,8-4,.06,.00,93,-.05,77,-.04,46,.08,69,.31,30,-.10,67,70.3,61,71.4,49,1.1,49
63,Southern Mississippi,5-5,.05,.02,68,-.06,81,-.17,102,.05,83,.49,12,.15,30,70.4,64,68.1,111,-2.3,100
64,South Florida,6-6,.04,.26,4,-.06,80,-.24,123,.07,72,.05,69,-.33,100,71.6,90,69.6,90,-2.0,98
65,Army,9-2,.03,.03,52,-.05,76,.07,11,.02,95,-.34,111,.15,31,67.7,13,71.0,57,3.2,24
66,UTSA,3-9,.01,-.11,127,.04,19,-.16,95,.13,44,.35,22,.04,48,71.0,81,70.7,67,-.4,74
67,Iowa State,7-5,.00,.08,31,-.02,55,-.15,87,.05,84,-.06,88,.04,47,71.3,85,72.3,24,1.0,52
68,Texas,10-4,.00,-.01,103,-.04,73,-.04,48,.02,87,.17,50,.09,43,71.2,84,71.6,43,.4,64
69,Arizona State,7-6,-.01,.02,60,-.04,75,-.05,51,.09,67,.27,37,-.35,104,71.7,93,73.8,6,2.1,37
70,Georgia State,1-10,-.02,-.02,107,-.15,120,.01,25,.21,13,-.06,90,.06,46,74.7,128,69.3,98,-5.4,116
71,Vanderbilt,5-7,-.02,.00,92,.01,32,-.14,85,.24,8,-.25,104,-.22,90,70.1,56,74.5,2,4.3,14
72,Fresno State,11-2,-.03,.03,54,.01,34,-.12,76,.17,27,-.06,89,-.37,108,67.6,11,75.0,1,7.4,3
73,Duke,7-5,-.05,.02,61,.04,17,-.14,82,-.04,118,-.35,112,.46,12,68.4,20,72.7,18,4.3,16
74,NC State,8-4,-.06,-.06,123,.00,43,-.15,94,.08,71,.41,18,-.03,58,68.6,23,73.0,14,4.5,11
75,Central Michigan,0-11,-.07,.03,57,-.03,68,-.15,86,-.04,116,.15,57,.28,23,71.6,91,65.2,127,-6.4,123
76,Miami,6-6,-.07,.02,66,-.03,62,.00,29,-.02,109,.05,71,-.13,75,70.4,65,66.4,122,-4.0,106
77,Wake Forest,6-6,-.08,-.01,98,-.14,117,-.02,35,.10,55,.16,53,.02,50,71.8,97,69.9,84,-1.8,97
78,California,6-6,-.10,.02,65,-.01,52,-.23,119,.18,25,-.11,96,.01,53,69.9,53,72.3,27,2.3,33
79,Mississippi State,7-5,-.11,.00,96,.00,42,-.15,91,.10,56,.32,26,-.37,107,71.8,101,67.8,115,-4.0,107
80,Illinois,3-8,-.11,.03,53,-.07,93,-.27,127,-.05,121,.43,17,.47,11,69.7,45,71.0,56,1.3,48
81,Virginia,7-5,-.12,.12,20,-.06,86,-.11,72,.10,62,-.11,93,-.35,105,67.0,8,72.2,29,5.2,9
82,Coastal Carolina,4-7,-.12,.03,58,-.19,123,-.13,80,.12,49,.21,44,.28,22,73.3,114,68.6,108,-4.7,111
83,Clemson,14-0,-.13,.05,41,.05,15,-.17,103,.02,86,-.14,97,-.11,72,69.5,39,72.6,20,3.1,27
84,UCLA,3-9,-.14,.06,38,-.13,113,-.15,88,-.05,120,.47,13,.12,37,74.0,122,67.9,113,-6.1,122
85,Arizona,4-7,-.14,-.04,116,-.03,63,-.15,92,.18,23,.09,64,-.19,82,72.3,109,71.7,41,-.6,82
86,Rutgers,1-11,-.14,-.04,114,-.02,57,-.25,124,.18,26,.15,55,-.01,55,73.9,119,68.2,110,-5.7,120
87,Tennessee,4-7,-.17,-.04,115,-.09,96,-.15,93,.16,36,.10,62,.04,49,71.8,99,71.2,52,-.5,79
88,Florida State,4-7,-.18,-.03,110,-.11,110,-.07,61,.01,100,.31,29,.12,40,74.3,126,63.4,130,-10.9,130
89,Kent State,1-10,-.21,.07,36,-.11,109,-.13,81,-.14,125,.20,47,.40,15,73.9,120,65.0,129,-8.9,129
90,Michigan State,7-6,-.21,.01,83,-.04,72,-.23,120,.06,79,.30,31,-.07,63,71.4,86,69.8,85,-1.6,95
91,Tulsa,2-9,-.21,.02,71,.01,36,.07,10,.02,89,-.61,127,-.28,94,69.9,51,69.3,95,-.6,80
92,Louisville,1-10,-.21,-.04,117,-.11,107,-.01,33,.05,82,.15,58,-.09,66,72.2,108,66.8,119,-5.5,117
93,Arkansas State,7-5,-.24,.05,42,-.01,50,-.18,105,.19,20,-.41,118,-.34,101,71.0,79,73.1,10,2.1,36
94,Cincinnati,10-2,-.24,.00,94,-.11,106,-.12,75,.34,2,-.80,129,.00,54,68.7,26,70.2,78,1.5,46
95,Ball State,3-8,-.26,-.03,111,-.03,67,.00,31,-.02,108,.16,52,-.37,109,71.4,88,70.3,77,-1.1,89
96,TCU,6-6,-.27,.02,63,-.05,78,-.04,49,.09,63,-.44,121,-.19,84,71.8,100,70.5,70,-1.3,91
97,Northwestern,9-5,-.27,.01,77,-.10,103,-.10,70,.14,38,-.48,122,.09,42,68.8,27,70.7,66,1.9,40
98,Indiana,5-7,-.27,.02,67,-.16,122,-.03,39,.10,60,.35,20,-.53,121,70.6,68,70.5,72,-.1,70
99,Houston,7-5,-.28,.05,45,-.04,70,-.21,113,.11,53,-.01,79,-.30,97,69.9,50,69.5,91,-.4,76
100,Bowling Green,2-9,-.28,-.05,121,-.03,60,.02,24,.11,52,-.41,119,-.28,95,73.0,111,67.8,114,-5.2,115
101,Middle Tennessee,7-6,-.30,-.01,102,-.06,82,-.06,56,.01,97,.01,76,-.20,86,67.6,12,72.0,32,4.4,13
102,Charlotte,4-7,-.32,-.01,99,-.13,114,-.21,114,-.23,130,.78,2,.53,7,74.0,121,66.7,120,-7.3,125
103,Boise State,10-3,-.33,.06,40,.03,25,-.05,54,-.16,128,-.37,114,-.08,65,68.6,25,71.5,45,2.9,30
104,UTEP,1-10,-.34,.01,81,.07,6,-.18,104,.11,54,-.36,113,-.48,117,74.2,125,66.3,123,-7.9,127
105,Louisiana,6-7,-.34,.11,22,-.16,121,-.14,83,-.02,111,.51,10,-.49,119,69.2,32,70.7,64,1.6,45
106,Louisiana Tech,7-5,-.35,-.02,106,-.13,115,-.07,59,.07,76,-.21,102,.10,41,69.3,36,70.0,83,.7,58
107,Florida Atlantic,4-7,-.36,.08,32,.06,13,-.17,101,-.12,124,-.53,124,.02,52,73.1,113,69.3,97,-3.8,105
108,South Alabama,2-9,-.39,.02,73,-.21,126,-.10,71,.18,22,-.15,98,-.10,70,70.6,67,66.2,124,-4.3,108
109,Nebraska,3-8,-.41,.01,79,-.09,100,-.25,125,.04,85,.14,60,.02,51,73.8,117,68.3,109,-5.5,119
110,Eastern Michigan,6-6,-.42,-.03,112,-.07,95,.03,20,.07,75,-.56,125,-.20,87,66.5,5,70.9,58,4.4,12
111,Wisconsin,8-5,-.42,.01,82,.01,35,-.11,73,.00,103,-.50,123,-.15,78,68.8,28,68.9,104,.0,68
112,Missouri,7-5,-.43,.00,88,-.06,83,-.08,64,-.03,112,-.04,84,-.29,96,70.7,70,71.1,54,.5,61
113,Colorado,4-7,-.44,-.01,101,.04,20,-.19,109,.10,61,-.01,80,-.77,129,70.8,72,71.7,42,.9,55
114,Buffalo,9-4,-.47,-.02,105,-.07,87,-.04,45,-.01,104,-.34,110,-.18,81,69.3,34,70.9,60,1.6,44
115,UL Monroe,5-6,-.48,.01,85,.06,8,-.30,130,-.09,122,-.25,105,.14,34,73.9,118,72.1,30,-1.8,96
116,Arkansas,1-10,-.51,-.03,109,-.20,124,-.18,107,-.02,110,.40,19,.15,32,74.8,129,66.1,126,-8.7,128
117,Massachusetts,3-8,-.51,.01,86,-.06,85,-.09,69,-.05,119,-.05,86,-.34,102,69.6,40,67.0,118,-2.6,101
118,Western Kentucky,3-8,-.55,-.05,119,-.03,61,-.12,78,-.02,106,-.23,103,-.18,79,71.0,78,70.2,79,-.8,86
119,East Carolina,3-8,-.55,-.06,125,.00,37,-.22,115,.00,101,.61,6,-.81,130,74.4,127,68.7,107,-5.7,121
120,Kansas,3-8,-.56,.01,84,.05,16,-.29,129,.07,74,-.07,92,-.68,126,69.2,33,72.3,25,3.1,26
121,New Mexico State,2-9,-.56,.12,19,-.15,119,.04,16,-.16,127,-.20,100,-.48,118,72.2,107,67.3,117,-4.9,113
122,Oregon,8-4,-.56,.09,26,-.07,88,-.16,97,.06,80,-.63,128,-.37,110,69.7,42,70.1,80,.5,62
123,Ole Miss,4-7,-.61,.05,43,-.25,128,-.19,111,.09,65,.03,73,-.12,74,74.0,123,69.3,96,-4.7,112
124,Connecticut,0-11,-.62,.03,59,-.32,130,-.18,106,.12,48,.27,38,-.10,69,73.6,116,69.2,101,-4.4,109
125,Washington,9-4,-.65,-.12,128,-.01,51,-.12,77,-.03,114,-.11,94,-.25,93,70.9,77,69.7,87,-1.2,90
126,UNLV,3-8,-.76,-.07,126,-.03,66,-.19,110,.06,81,-.42,120,-.37,111,71.8,98,67.3,116,-4.4,110
127,Liberty,4-6,-.80,.00,97,-.30,129,.03,22,-.04,115,.08,65,-.39,112,69.3,35,67.9,112,-1.4,93
128,Colorado State,3-8,-.92,-.05,122,-.09,99,-.15,89,-.10,123,-.05,87,-.49,120,75.5,130,68.7,105,-6.8,124
129,Texas State,2-9,-1.17,-.01,104,.00,40,-.07,62,.06,78,-1.79,130,-.65,125,69.9,52,69.4,93,-.5,78
130,Western Michigan,6-6,-1.32,-.12,129,-.15,118,-.20,112,-.19,129,-.33,109,-.05,60,71.6,89,66.5,121,-5.0,114

