Rk,Team,Rec,STR,KRE,Rk,KE,Rk,PRE,Rk,PE,Rk,FGE,Rk,OFG,Rk,OFP,Rk,DFP,Rk,NFP,Rk
20,Houston,12-1,.48,.17,16,.06,10,-.06,53,.15,41,-.04,81,-.12,72,69.8,45,73.1,12,3.3,28
21,Rutgers,3-8,.45,.17,14,-.10,90,.17,1,.00,100,.12,54,-.04,57,72.5,109,68.1,109,-4.4,110
22,Alabama,13-1,.45,.08,43,.08,5,.06,12,.00,101,-.03,79,.02,44,68.6,28,73.0,16,4.4,15
23,Texas Tech,6-6,.44,.06,55,-.10,89,-.12,80,.05,85,.35,26,.82,2,71.3,85,71.0,50,-.3,69
24,Michigan,10-3,.44,.24,7,-.04,60,.06,10,.03,92,.10,58,-.25,90,66.8,8,72.3,24,5.5,9
25,Western Kentucky,12-2,.41,.15,19,-.05,72,-.09,64,.00,104,.56,1,.17,30,68.8,31,71.8,37,3.1,31
26,Arkansas State,8-4,.40,.23,8,-.03,53,-.05,46,.16,31,-.06,84,-.19,78,65.3,1,73.3,9,8.0,4
27,Western Michigan,7-5,.39,.12,27,.04,14,-.16,97,.21,17,.05,65,-.03,56,70.0,50,70.9,51,.9,52
28,Florida Atlantic,3-9,.33,.04,65,.02,19,-.21,111,.24,10,-.16,92,.46,6,70.1,52,70.4,62,.3,58
29,Nebraska,6-7,.31,-.02,101,-.04,64,-.06,54,.17,28,.38,23,.08,40,70.6,69,69.5,87,-1.1,79
30,Wake Forest,2-9,.30,-.01,94,-.01,38,-.14,89,.29,3,-.23,99,.37,9,73.0,117,71.6,43,-1.4,81
31,Syracuse,3-8,.29,.09,42,-.01,41,-.10,68,.14,50,.15,51,.01,47,68.1,22,70.4,65,2.2,41
32,Temple,10-4,.28,.11,30,-.07,77,.05,17,.09,64,.30,34,-.32,104,66.9,10,71.6,42,4.7,14
33,BYU,8-4,.28,-.02,103,.05,11,-.09,63,.01,97,.25,40,.32,13,71.7,94,69.5,86,-2.2,91
34,Arizona,6-6,.27,-.02,102,-.04,63,-.04,37,.18,26,.31,30,-.05,59,70.0,48,70.4,63,.4,56
35,Ball State,2-9,.25,.21,12,-.02,46,-.08,62,.08,70,.05,66,-.25,89,70.7,72,70.6,57,-.1,64
36,Mississippi State,8-4,.23,-.01,92,.02,17,.06,11,-.03,107,.25,41,-.06,60,70.8,77,72.1,27,1.2,50
37,Auburn,6-6,.22,.14,21,.00,33,-.01,29,.02,96,.52,6,-.65,123,69.7,43,69.7,81,.0,63
38,South Carolina,3-8,.22,.06,52,-.01,36,-.08,59,.23,12,.11,56,-.41,110,69.5,39,73.0,15,3.5,24
39,Georgia Southern,8-4,.21,.09,38,.08,7,.02,25,.01,98,-.11,89,-.27,98,65.4,2,72.1,28,6.6,7
40,Colorado State,6-6,.21,.06,53,-.10,91,.10,5,.19,20,-.05,82,-.34,105,70.2,55,71.9,30,1.8,44
41,Florida State,9-3,.20,.09,40,.03,15,-.18,103,.22,16,.30,33,-.45,113,72.4,104,73.3,7,.9,53
42,Troy,3-8,.19,-.03,105,.09,3,-.01,31,.07,74,.08,62,-.23,86,69.8,46,68.1,108,-1.7,84
43,Akron,7-5,.19,.00,90,.02,21,-.18,102,.16,34,-.01,74,.30,16,70.0,49,71.7,40,1.7,46
44,TCU,10-2,.19,.11,31,.00,29,-.17,100,.14,43,.43,16,-.38,109,69.5,40,71.9,31,2.4,38
45,Georgia Tech,2-9,.16,.01,78,-.04,57,.03,22,.03,91,.42,17,-.26,94,71.4,88,67.9,115,-3.6,103
46,Northwestern,9-3,.15,.22,10,-.14,107,-.10,71,.14,47,-.33,114,.23,20,72.5,107,69.3,89,-3.2,99
47,Central Michigan,6-6,.15,.06,57,-.19,117,-.12,82,.14,48,.00,73,.69,4,70.3,57,70.1,71,-.2,67
48,Appalachian State,10-2,.12,-.05,116,-.06,74,-.16,92,.16,36,.43,14,.17,31,70.5,64,68.7,98,-1.8,85
49,Georgia,9-3,.12,-.06,120,.01,24,.12,2,.10,59,-.24,103,-.19,79,67.9,19,72.1,26,4.2,16
50,Northern Illinois,7-6,.12,.14,22,-.01,40,-.11,74,-.05,115,.22,47,.00,52,69.0,35,67.5,117,-1.5,83
51,Arizona State,5-7,.12,.14,24,-.02,44,-.07,55,.10,56,.09,59,-.44,112,68.7,29,71.8,35,3.2,30
52,Texas State,2-9,.10,.07,50,-.11,95,-.12,78,.28,4,-.19,94,.05,41,71.0,80,72.8,18,1.7,45
53,Oklahoma State,9-3,.10,.06,58,-.12,99,-.03,34,.15,40,.02,69,.01,48,68.8,33,72.9,17,4.1,17
54,Indiana,5-7,.08,-.04,111,-.03,48,-.06,51,.06,76,.31,32,.01,49,71.1,81,71.0,48,-.1,65
55,Oregon,8-4,.08,.18,13,-.01,35,-.03,35,-.20,127,.42,18,-.22,84,67.6,16,69.1,93,1.4,48
56,Pittsburgh,7-5,.08,.14,23,-.02,45,-.01,32,.18,24,.01,70,-.83,128,70.4,58,74.2,4,3.8,22
57,North Texas,1-10,.08,.02,74,.00,30,.04,20,.08,67,-.20,96,-.20,81,70.6,70,70.8,54,.2,60
58,Nevada,6-6,.07,.10,34,-.11,94,-.23,115,.10,60,.48,8,.11,38,74.0,122,68.3,103,-5.7,118
59,Rice,4-7,.05,-.03,106,.02,18,-.05,44,.02,95,-.58,121,.65,5,71.9,96,70.8,56,-1.1,78
60,Miami,7-5,.03,.09,37,-.04,56,-.10,69,.02,94,.38,21,-.30,101,69.0,34,72.4,21,3.5,25
61,Louisiana,3-8,.01,.06,54,-.21,120,.05,16,.13,51,-.24,101,.20,27,70.1,54,71.4,46,1.2,51
62,New Mexico,6-6,.01,.17,15,.01,26,-.27,125,.30,2,-.74,124,.01,45,70.8,75,70.8,55,.0,62
63,Maryland,2-9,.00,.09,41,-.10,92,-.04,38,-.02,106,-.02,76,.21,23,70.9,79,65.7,123,-5.2,114
64,Middle Tennessee,6-6,.00,.01,82,-.22,123,.03,23,-.15,124,.13,52,.94,1,70.5,65,65.9,121,-4.6,111
65,Oklahoma,11-2,-.01,.02,77,-.01,39,-.23,116,.22,15,.03,68,-.09,67,68.3,25,71.2,47,2.9,34
66,Utah State,5-7,-.02,.22,11,-.05,67,-.06,48,.16,32,-.29,112,-.68,125,66.8,9,70.9,53,4.0,18
67,Ohio,7-5,-.02,.07,49,.00,31,-.12,83,.10,58,-.03,77,-.25,92,69.6,41,72.6,19,3.0,32
68,Navy,10-2,-.03,.10,36,-.14,108,-.11,73,-.05,113,.22,46,.34,11,70.1,51,71.4,45,1.3,49
69,Louisville,7-5,-.03,.08,47,-.12,96,-.08,57,.08,69,.04,67,.00,51,70.4,59,70.6,58,.2,59
70,South Florida,7-5,-.03,.11,29,-.15,109,-.04,40,.17,27,-.22,98,-.13,73,69.5,38,69.6,83,.2,61
71,Toledo,10-2,-.04,.16,17,-.08,84,.01,26,-.08,117,-.07,85,-.10,70,67.5,14,70.3,68,2.8,35
72,UCF,0-11,-.04,-.04,114,.08,6,-.19,107,.23,13,.20,48,-.61,122,70.4,60,68.0,112,-2.4,94
73,Hawaii,2-10,-.04,-.05,115,-.05,71,-.08,58,.26,9,.25,42,-.56,121,72.7,115,69.6,85,-3.2,100
74,Boise State,8-4,-.05,.05,60,-.08,85,-.12,79,.02,93,.43,15,-.13,74,68.6,27,71.5,44,2.9,33
75,Connecticut,5-7,-.05,.05,61,-.14,104,-.19,108,.08,66,.33,28,.20,29,69.4,37,71.9,32,2.5,37
76,Minnesota,6-7,-.07,.06,56,-.13,103,-.16,99,.12,53,.44,12,-.20,80,72.4,101,70.0,72,-2.4,93
77,USC,8-6,-.08,.02,76,.04,13,.00,27,-.11,121,.12,53,-.26,95,73.0,118,70.1,70,-2.9,95
78,UTEP,4-7,-.09,.01,80,.01,25,-.24,120,.06,77,-.02,75,.20,28,72.5,108,70.6,59,-1.9,88
79,Missouri,4-7,-.14,-.06,119,-.12,97,-.20,110,.16,35,.05,64,.38,8,73.4,120,68.1,110,-5.2,115
80,Air Force,7-6,-.14,.04,62,-.08,83,-.24,121,.10,57,.54,4,-.25,93,71.2,83,70.5,60,-.7,70
81,Iowa,11-2,-.14,.11,32,-.03,54,-.13,85,.00,102,.36,24,-.52,118,69.1,36,73.0,14,3.9,19
82,NC State,6-6,-.16,.23,9,-.14,105,-.06,49,.18,23,-.50,120,-.51,116,67.5,15,73.1,11,5.6,8
83,New Mexico State,3-9,-.16,-.04,110,-.03,50,-.09,66,-.04,108,-.11,88,.31,14,72.4,105,67.7,116,-4.7,112
84,Southern Mississippi,8-5,-.19,.07,51,-.04,55,-.14,90,.09,63,-.26,106,-.11,71,66.5,4,71.8,39,5.3,10
85,Army,1-9,-.20,-.04,109,.01,23,.07,8,.09,62,-.24,102,-.70,127,72.5,106,68.3,105,-4.1,106
86,Florida,10-4,-.20,-.01,95,-.02,47,-.05,45,.28,6,-.98,127,-.09,68,68.7,30,73.8,5,5.1,11
87,UCLA,8-5,-.21,-.03,108,-.04,62,-.16,91,.04,90,.41,19,-.26,96,71.7,92,72.3,23,.7,54
88,Colorado,3-9,-.22,.03,67,-.03,49,-.16,95,.07,73,-.26,105,.00,50,70.4,61,68.4,102,-2.0,90
89,Kentucky,4-7,-.22,.03,69,-.07,76,-.17,101,-.04,109,.29,37,-.01,54,72.9,116,68.6,99,-4.3,109
90,Arkansas,7-5,-.24,.03,72,-.07,79,-.12,77,.07,72,-.48,119,.21,25,68.1,21,71.9,34,3.8,21
91,Ole Miss,9-3,-.25,-.11,128,.09,4,-.33,128,.22,14,.01,71,-.24,87,70.7,71,71.0,49,.4,57
92,Penn State,7-6,-.27,-.02,100,-.22,122,-.09,67,.08,68,.30,35,.03,42,69.6,42,69.4,88,-.2,66
93,UNLV,2-9,-.28,.00,91,-.01,43,-.23,118,.08,65,.06,63,-.16,76,72.5,110,70.4,66,-2.2,92
94,Iowa State,2-9,-.29,-.02,98,-.18,115,-.06,52,.00,103,.33,29,-.02,55,71.6,90,68.3,104,-3.2,101
95,West Virginia,7-5,-.30,.03,70,-.07,81,-.16,96,.20,18,.08,61,-.68,124,70.6,68,70.3,67,-.3,68
96,Illinois,4-7,-.31,-.02,97,-.09,88,-.03,33,.04,87,-.13,90,-.22,83,70.8,76,69.9,73,-.8,73
97,Fresno State,2-9,-.33,.01,81,-.09,87,-.19,106,.00,99,-.27,108,.38,7,67.9,20,71.8,38,3.9,20
98,UTSA,3-9,-.35,-.06,122,-.04,59,-.06,50,.06,81,-.38,116,-.08,65,70.7,73,69.3,91,-1.5,82
99,Michigan State,12-2,-.36,.09,39,-.08,86,-.08,60,-.09,118,-.20,95,-.10,69,68.8,32,72.0,29,3.2,29
100,San Jose State,5-7,-.40,.00,89,-.30,128,-.16,98,.30,1,-.33,115,.21,24,71.1,82,68.3,106,-2.9,96
101,South Alabama,4-7,-.41,.10,35,-.04,61,-.23,117,-.04,110,.31,31,-.52,117,72.4,102,65.0,125,-7.4,124
102,LSU,9-3,-.41,-.02,96,-.05,66,-.13,86,-.05,111,.11,55,-.25,91,71.6,91,69.7,76,-1.8,86
103,Cincinnati,6-6,-.43,.00,87,-.22,121,-.19,105,.12,55,.38,22,-.24,88,74.5,127,68.8,96,-5.7,117
104,Baylor,9-3,-.44,.04,63,-.10,93,-.20,109,.14,46,-.24,104,-.27,99,70.6,67,69.7,78,-.8,74
105,Idaho,3-8,-.44,-.05,118,-.12,101,-.25,122,.18,25,.33,27,-.35,107,71.7,93,68.7,97,-3.0,97
106,Clemson,13-1,-.44,.08,45,-.23,124,-.27,124,.08,71,.35,25,-.06,63,72.3,100,69.1,92,-3.1,98
107,Tulsa,6-7,-.45,-.04,113,-.07,78,-.23,113,.09,61,-.27,107,.10,39,71.2,84,69.3,90,-1.9,89
108,Charlotte,1-10,-.46,.01,83,-.15,111,-.04,36,-.08,116,-.38,117,.22,22,72.6,111,64.5,126,-8.1,125
109,SMU,2-9,-.47,.11,33,.00,34,-.28,126,-.20,128,-.07,86,.16,33,72.0,98,65.9,122,-6.2,120
110,California,7-5,-.50,.01,84,-.19,116,-.08,61,.06,79,.24,43,-.55,120,72.4,103,68.9,95,-3.6,102
111,Miami (OH),2-9,-.50,-.03,107,.03,16,-.12,81,-.01,105,.01,72,-.68,126,74.1,123,65.3,124,-8.7,126
112,Virginia,3-8,-.50,-.07,125,-.12,98,-.24,119,.15,39,.23,45,-.31,103,72.7,112,68.4,100,-4.3,107
113,Massachusetts,3-9,-.51,.08,46,-.19,118,-.09,65,.05,83,-.11,87,-.41,111,72.7,113,68.4,101,-4.3,108
114,Washington State,9-3,-.52,-.04,112,-.16,112,-.05,47,-.18,126,.19,49,.11,37,69.8,44,68.9,94,-.9,75
115,UL Monroe,1-11,-.52,.03,73,-.04,65,-.23,114,-.14,123,-.29,111,.34,10,72.2,99,63.4,128,-8.8,127
116,Bowling Green,10-4,-.55,.03,66,-.14,106,-.13,84,.05,82,-.71,123,.12,36,70.8,74,69.9,75,-.9,76
117,Old Dominion,4-7,-.55,-.02,104,-.12,100,-.16,93,.07,75,-.04,80,-.30,100,73.1,119,63.7,127,-9.4,128
118,Vanderbilt,3-8,-.57,.00,88,-.08,82,-.11,75,-.09,119,-.28,110,-.05,58,71.8,95,68.1,111,-3.7,104
119,Kent State,2-9,-.59,-.05,117,-.25,125,-.14,87,.15,42,-.44,118,.29,17,74.1,125,66.9,120,-7.2,123
120,Buffalo,4-7,-.61,.00,86,-.18,114,-.11,76,.06,80,-.28,109,-.18,77,71.4,86,70.4,64,-1.0,77
121,Georgia State,6-6,-.61,.07,48,-.05,70,-.19,104,-.10,120,-.21,97,-.26,97,74.9,128,69.6,82,-5.2,116
122,Oregon State,1-10,-.64,.04,64,-.19,119,-.16,94,.04,86,-.18,93,-.21,82,74.1,126,67.5,118,-6.6,122
123,Boston College,1-9,-.73,.15,18,-.26,127,-.14,88,.16,33,-.61,122,-.48,115,70.8,78,69.7,79,-1.1,80
124,Tulane,2-9,-.82,-.09,127,-.16,113,-.04,41,-.13,122,-.05,83,-.23,85,73.5,121,67.0,119,-6.5,121
125,Louisiana Tech,8-4,-.92,-.07,123,-.26,126,-.10,70,-.05,112,.29,38,-.53,119,71.9,97,67.9,113,-4.0,105
126,Kansas,0-11,-.97,-.02,99,-.05,69,-.22,112,-.16,125,-.81,125,.17,32,72.7,114,67.9,114,-4.8,113
127,Purdue,1-10,-1.02,.03,71,-.15,110,-.26,123,.04,88,-.91,126,-.08,66,71.4,89,69.6,84,-1.9,87
128,Wyoming,2-9,-1.18,-.07,124,-.05,68,-.29,127,.05,84,-1.28,128,-.06,64,74.1,124,68.2,107,-5.8,119

