"","season","team","conference","offense.plays","offense.drives","offense.ppa","offense.totalPPA","offense.successRate","offense.explosiveness","offense.powerSuccess","offense.stuffRate","offense.lineYards","offense.lineYardsTotal","offense.secondLevelYards","offense.secondLevelYardsTotal","offense.openFieldYards","offense.openFieldYardsTotal","offense.totalOpportunies","offense.pointsPerOpportunity","offense.fieldPosition.averageStart","offense.fieldPosition.averagePredictedPoints","offense.havoc.total","offense.havoc.frontSeven","offense.havoc.db","offense.standardDowns.rate","offense.standardDowns.ppa","offense.standardDowns.successRate","offense.standardDowns.explosiveness","offense.passingDowns.rate","offense.passingDowns.ppa","offense.passingDowns.successRate","offense.passingDowns.explosiveness","offense.rushingPlays.rate","offense.rushingPlays.ppa","offense.rushingPlays.totalPPA","offense.rushingPlays.successRate","offense.rushingPlays.explosiveness","offense.passingPlays.rate","offense.passingPlays.ppa","offense.passingPlays.totalPPA","offense.passingPlays.successRate","offense.passingPlays.explosiveness","defense.plays","defense.drives","defense.ppa","defense.totalPPA","defense.successRate","defense.explosiveness","defense.powerSuccess","defense.stuffRate","defense.lineYards","defense.lineYardsTotal","defense.secondLevelYards","defense.secondLevelYardsTotal","defense.openFieldYards","defense.openFieldYardsTotal","defense.totalOpportunies","defense.pointsPerOpportunity","defense.fieldPosition.averageStart","defense.fieldPosition.averagePredictedPoints","defense.havoc.total","defense.havoc.frontSeven","defense.havoc.db","defense.standardDowns.rate","defense.standardDowns.ppa","defense.standardDowns.successRate","defense.standardDowns.explosiveness","defense.passingDowns.rate","defense.passingDowns.ppa","defense.passingDowns.totalPPA","defense.passingDowns.successRate","defense.passingDowns.explosiveness","defense.rushingPlays.rate","defense.rushingPlays.ppa","defense.rushingPlays.totalPPA","defense.rushingPlays.successRate","defense.rushingPlays.explosiveness","defense.passingPlays.rate","defense.passingPlays.ppa","defense.passingPlays.successRate","defense.passingPlays.explosiveness"
"12",2015,"Baylor","Big 12",1104,188,0.370115482644523,408.607492839554,0.506340579710145,1.32830421958763,0.795698924731183,0.12987012987013,3.46305916305916,2400,1.35353535353535,938,1.58441558441558,1098,115,4.5304347826087,69.8,1.439,0.0117753623188406,0,0.0117753623188406,0.741847826086957,0.345688288375387,0.568986568986569,1.13442037314633,0.258152173913043,0.440311525123199,0.326315789473684,2.29980822433652,0.627717391304348,0.304874603572113,211.278100275474,0.516594516594517,1.0697342306097,0.365036231884058,0.497006504079233,200.293621143931,0.478908188585608,1.87834939259619,990,187,0.144009793248363,142.569695315879,0.405050505050505,1.27264994036231,0.705882352941177,0.233009708737864,2.73067961165049,1406,1.06796116504854,550,1.00388349514563,517,86,3.56976744186047,68.8,-1.461,0.0141414141414141,0,0.0141414141414141,0.651515151515151,0.0436936682366606,0.443410852713178,0.997353588700793,0.348484848484849,0.331557331313719,121.973648256329,0.333333333333333,1.95729999753792,0.52020202020202,0.0416057801392867,21.4269767717326,0.407766990291262,0.924225977521949,0.470707070707071,0.261746026301136,0.390557939914163,1.74217637647177
"13",2015,"Boise State","Mountain West",1099,187,0.189109138081396,207.830942751454,0.461328480436761,1.21751361642815,0.757142857142857,0.198473282442748,2.79026717557252,1462,1.09160305343511,572,1.6412213740458,860,117,3.78632478632479,67.7,1.602,0.010919017288444,0,0.010919017288444,0.689717925386715,0.167381378504232,0.505277044854881,1.06478207443058,0.310282074613285,0.237407207757321,0.363636363636364,1.6892570082432,0.476797088262056,0.149938900206697,78.567983708309,0.448473282442748,1.06869089357014,0.499545040946315,0.251346567408727,137.989265507391,0.449908925318761,1.49002753431035,854,179,0.039739254046832,33.9373229559946,0.334894613583138,1.36962239510141,0.568181818181818,0.277227722772277,2.20643564356436,891,0.861386138613861,348,1.20792079207921,488,64,2.59375,72.4,-1.212,0.0257611241217799,0,0.0257611241217799,0.618266978922717,-0.0704960576342137,0.384469696969697,1.06564265941948,0.381733021077283,0.218279881554783,45.5807804670114,0.254601226993865,2.11309090526322,0.473067915690867,-0.00853921878762896,-3.4498443902021,0.309405940594059,1.11836327512996,0.51288056206089,0.104065708828793,0.342465753424658,1.72168901004151
"14",2015,"Boston College","ACC",750,159,0.0166049196507549,12.4536897380662,0.338666666666667,1.24402246703647,0.631578947368421,0.264705882352941,2.42542016806723,1155,1.13865546218487,542,1.36764705882353,651,58,2.96551724137931,70.1,1.42,0.012,0,0.012,0.613333333333333,-0.120541019329067,0.371739130434783,0.972254875530177,0.386666666666667,0.234146753894611,0.286206896551724,1.80392919170606,0.634666666666667,0.0108314890607336,5.15578879290918,0.355042016806723,1.10363801326993,0.357333333333333,0.034532052399278,9.25459004300652,0.294776119402985,1.66358951243664,758,161,-0.0670108130288573,-50.7941962758738,0.302110817941952,1.256162604899,0.56,0.31151832460733,1.87015706806283,714,0.806282722513089,308,0.884816753926702,338,57,2.36842105263158,70.8,-1.375,0.0171503957783641,0,0.0171503957783641,0.577836411609499,-0.134456064579071,0.356164383561644,1.0311853912274,0.422163588390501,0.0253048750304983,13.001942083236,0.228125,1.73693582863556,0.503957783641161,-0.162052238954879,-61.903955280764,0.259162303664921,0.96418356909491,0.473614775725594,0.0362171088669525,0.314763231197772,1.71769244477717
"15",2015,"Bowling Green","Mid-American",1105,183,0.347308124229878,383.775477274015,0.495022624434389,1.34511493826366,0.719512195121951,0.160896130346232,3.20162932790224,1572,1.19755600814664,588,1.59470468431772,783,103,4.58252427184466,70.3,1.388,0.00723981900452489,0,0.00723981900452489,0.714027149321267,0.224141186165664,0.5297845373891,1.07156302514471,0.285972850678733,0.654835700599071,0.408227848101266,2.23150795906769,0.444343891402715,0.281195320679191,138.066902453483,0.484725050916497,1.11750861777576,0.54841628959276,0.410850786547,248.975576647482,0.496699669966997,1.57168711636724,1060,181,0.141337027696836,149.817249358646,0.427358490566038,1.21030296899438,0.681159420289855,0.202226345083488,2.94638218923933,1588,1.19294990723562,643,1.11317254174397,600,93,3.40860215053763,70.1,-1.378,0.0188679245283019,0,0.0188679245283019,0.656603773584906,0.0214656223602817,0.445402298850575,1.0177702141295,0.343396226415094,0.370541692845852,79.1771669346553,0.392857142857143,1.62768166835181,0.508490566037736,0.140705773680909,75.8404120140099,0.437847866419295,1.00495398437253,0.474528301886792,0.157409874621581,0.395626242544732,1.58943936800278
"16",2015,"Buffalo","Mid-American",815,141,0.147079716527036,119.869968969535,0.431901840490798,1.10648857264812,0.678571428571429,0.198391420911528,2.93056300268097,1093,0.962466487935657,359,0.769436997319035,287,67,3.29850746268657,71.5,1.272,0.0196319018404908,0,0.0196319018404908,0.666257668711656,0.0938916158841452,0.482504604051565,0.9788909083393,0.333742331288344,0.253260373325161,0.330882352941176,1.47793955096934,0.457668711656442,0.0672346233303551,25.0785145022224,0.399463806970509,0.877523911631601,0.526380368098159,0.240446489278556,103.1515439005,0.445221445221445,1.3891677943027,817,149,0.108447070910618,88.6012569339746,0.427172582619339,1.27204078497415,0.677966101694915,0.191780821917808,2.87648401826484,1260,1.08904109589041,477,1.25799086757991,551,80,3.1875,69.3,-1.467,0.0159118727050184,0,0.0159118727050184,0.69155446756426,0.0319325864779129,0.470796460176991,1.07849333103674,0.308445532435741,0.279997403071245,31.9075953209097,0.329365079365079,1.89232539638801,0.536107711138311,0.143593311899736,62.8938706120844,0.429223744292237,1.08664557098981,0.452876376988984,0.0862367441105667,0.413513513513514,1.59375657163911
"17",2015,"BYU","FBS Independents",922,169,0.209829232187044,193.462552076455,0.438177874186551,1.29791338923565,0.723404255319149,0.202127659574468,2.68696808510638,1010,1.01329787234043,381,1.40425531914894,528,85,4.2,70.8,1.348,0.0130151843817787,0,0.0130151843817787,0.660520607375271,0.143333919352976,0.486042692939245,1.08245146023578,0.339479392624729,0.339208291343428,0.345047923322684,1.88843867612418,0.407809110629067,0.173032612077619,65.0602621411848,0.420212765957447,1.15204031039744,0.577006507592191,0.249410357607327,132.686310247098,0.43609022556391,1.49404595051825,919,170,0.0790628626798197,72.6587708027543,0.38411316648531,1.24068222738561,0.60377358490566,0.256410256410256,2.51410256410256,1177,0.972222222222222,455,1.28632478632479,602,82,3.09756097560976,69.8,-1.414,0.0163220892274211,0,0.0163220892274211,0.648531011969532,0.00936813829466231,0.422818791946309,1.04578698093741,0.351468988030468,0.207663654424568,50.5060642241225,0.312693498452012,1.72695551555339,0.509249183895539,0.0536534002001552,25.1097912936726,0.36965811965812,1.10629321561566,0.478781284004353,0.114786509600278,0.384090909090909,1.4765040513648
"18",2015,"California","Pac-12",998,170,0.301193081513105,300.590695350079,0.51503006012024,1.23530596199593,0.73134328358209,0.186274509803922,3.14142156862745,1282,1.22058823529412,498,1.34313725490196,548,106,3.94339622641509,71,1.34,0.0140280561122244,0,0.0140280561122244,0.720440881763527,0.181039775963108,0.536856745479833,1.03198832575224,0.279559118236473,0.610835471084603,0.458781362007168,1.84843570879329,0.408817635270541,0.171275232795172,69.8802949804303,0.512254901960784,0.8644555774987,0.57314629258517,0.412367288159086,235.874088826997,0.501748251748252,1.60083532134504,979,170,0.20173820087457,197.501698656204,0.458631256384065,1.17804435359549,0.74025974025974,0.15819209039548,3.14124293785311,1668,1.15819209039548,615,1.34274952919021,713,90,3.7,70.3,-1.391,0.0163432073544433,0,0.0163432073544433,0.704800817160368,0.186430606507931,0.514492753623188,1.02472013924192,0.295199182839632,0.238285744518101,105.929023903647,0.325259515570934,1.75708792907973,0.542390194075587,0.177442484755566,94.2219594052055,0.463276836158192,0.971221108414836,0.436159346271706,0.248077339352804,0.426229508196721,1.60808135575261
"19",2015,"Central Michigan","Mid-American",849,150,0.168963132019831,143.449699084836,0.426383981154299,1.24390060101981,0.69047619047619,0.264204545454545,2.37869318181818,837,0.829545454545455,292,0.809659090909091,285,82,3.46341463414634,70.4,1.404,0.0129564193168433,0,0.0129564193168433,0.653710247349823,0.0933694936011119,0.466666666666667,0.995648756226006,0.346289752650177,0.311665408626595,0.350340136054422,1.8681455311324,0.414605418138987,-0.0399587418638508,-14.0654771360755,0.375,0.856017114015188,0.568904593639576,0.33175731931308,160.238785228217,0.447204968944099,1.57417299780775,782,148,0.123896090531565,96.8867427956839,0.40153452685422,1.14310404893421,0.659090909090909,0.228070175438596,2.65538847117794,1060,1.02255639097744,408,0.786967418546366,314,67,3.16417910447761,69.4,-1.453,0.00767263427109974,0,0.00767263427109974,0.677749360613811,0.0351606480415638,0.450943396226415,0.959622070633295,0.322250639386189,0.310522219577996,108.229302907465,0.297619047619048,1.72779995311978,0.510230179028133,-0.0137817197113204,-5.49890616481684,0.378446115288221,0.892169732833006,0.475703324808184,0.29093898631039,0.411290322580645,1.49238217994779
"20",2015,"Charlotte","Conference USA",941,177,-0.0132929276270237,-12.5086448970293,0.36769394261424,1.10591860183401,0.796610169491525,0.194605009633911,2.71772639691715,1411,0.932562620423892,484,0.903660886319846,469,66,2.54545454545455,71.8,1.284,0.024442082890542,0,0.024442082890542,0.654622741764081,0.0033904993972322,0.433441558441558,0.942248883701715,0.345377258235919,-0.0449144385406903,0.243076923076923,1.6590808137495,0.55154091392136,0.0669211733524918,34.7320889699432,0.393063583815029,0.966494188467347,0.433581296493092,-0.108724673890452,-44.3596669473045,0.313725490196078,1.47159444302264,914,173,0.173480410814619,158.561095484562,0.412472647702407,1.28566081341036,0.650793650793651,0.233333333333333,2.72791666666667,1309,1.12708333333333,541,1.56458333333333,751,97,3.19587628865979,66.7,-1.638,0.0109409190371991,0,0.0109409190371991,0.672866520787746,0.111916314587609,0.456910569105691,1.07466394519582,0.327133479212254,0.300108903054123,107.560261703776,0.321070234113712,1.90326622974668,0.525164113785558,0.108429891610195,52.0463479728936,0.416666666666667,1.01342895808655,0.456236323851203,0.257938277467089,0.383693045563549,1.76908655769064
"21",2015,"Cincinnati","American Athletic",1072,178,0.241396280416947,258.776812606967,0.49160447761194,1.2195963930473,0.783783783783784,0.165631469979296,2.95093167701863,1425,1.13871635610766,550,1.2712215320911,614,103,3.70873786407767,72.6,1.209,0.0205223880597015,0,0.0205223880597015,0.689365671641791,0.192437810563719,0.534506089309878,1.01364543397416,0.310634328358209,0.350045857658794,0.396396396396396,1.83588903572828,0.450559701492537,0.169649567684931,81.9407411918218,0.478260869565217,0.900848275769218,0.528917910447761,0.314278845753827,178.19610554242,0.485008818342152,1.57939472310012,927,171,0.177212064972895,164.275584229874,0.425026968716289,1.18278235649548,0.666666666666667,0.152749490835031,3.14032586558045,1542,1.07128309572301,526,1.35641547861507,666,90,3.41111111111111,67.8,-1.546,0.00970873786407767,0,0.00970873786407767,0.682847896440129,0.13505783275645,0.475513428120063,1.03309214458208,0.317152103559871,0.267972707806262,88.8555998929237,0.316326530612245,1.66726358000013,0.529665587918015,0.160670659949319,78.8892940351155,0.435845213849287,0.941484732070436,0.453074433656958,0.211560952126009,0.39047619047619,1.63419405789213
"22",2015,"Clemson","ACC",1222,210,0.284229699773958,347.328693123777,0.486906710310966,1.16313814000957,0.757142857142857,0.161339421613394,3.19558599695586,2100,1.15981735159817,762,1.3896499238965,913,113,4.3716814159292,71.5,1.338,0.0122749590834697,0,0.0122749590834697,0.720949263502455,0.24694222060924,0.52099886492622,1.06096833251878,0.279050736497545,0.380564799903332,0.398826979472141,1.507961240291,0.537643207855974,0.203061565841469,133.411448757845,0.453576864535769,1.01281113190419,0.439443535188216,0.413653359814903,222.131854220603,0.500931098696462,1.48127912956475,976,212,0.00419898339572267,4.09820779422533,0.327868852459016,1.43005015303461,0.553571428571429,0.2875,2.18770833333333,1050,0.95,456,1.60833333333333,772,90,2.72222222222222,69.5,-1.434,0.0163934426229508,0,0.0163934426229508,0.605532786885246,-0.1603317839611,0.358714043993232,1.02828797674538,0.394467213114754,0.256764395104508,-1.80112543519957,0.280519480519481,2.21869442500977,0.491803278688525,0.0251096900477631,12.0526512229263,0.335416666666667,1.21542523139771,0.492827868852459,-0.00374454352432343,0.301455301455301,1.83738829749041
