Rk,Team,Rec,STR,KRE,Rk,KE,Rk,PRE,Rk,PE,Rk,FGE,Rk,OFG,Rk,OFP,Rk,DFP,Rk,NFP,Rk
47,South Alabama,3-8,.15,-.02,97,-.14,113,-.16,90,.33,2,.32,27,.06,49,71.6,90,68.9,104,-2.7,100
48,Georgia Southern,2-9,.15,.13,25,-.06,69,-.10,56,.01,107,.42,15,-.10,71,70.3,52,68.8,106,-1.5,83
49,Pittsburgh,4-7,.13,-.05,118,-.14,114,.06,8,.04,94,.44,14,.11,40,73.6,120,71.1,54,-2.5,93
50,Buffalo,5-6,.13,-.02,98,-.04,53,-.08,46,.11,62,-.43,113,.61,2,69.4,33,70.8,60,1.4,43
51,South Carolina,8-4,.12,.20,11,.02,23,-.23,118,.32,3,-.42,112,-.39,110,70.2,49,71.6,38,1.4,44
52,Troy,10-2,.11,.43,2,-.19,121,-.15,84,.01,106,-.57,118,.37,11,69.2,28,69.4,95,.2,63
53,Navy,7-6,.11,.07,47,-.06,67,-.02,22,.22,19,-.46,116,-.11,73,69.4,30,71.5,39,2.2,30
54,Charlotte,1-10,.11,.07,48,.06,13,.02,15,.12,59,-1.08,129,.16,32,71.3,84,72.1,28,.8,54
55,Texas,7-6,.11,.03,61,-.04,62,-.17,99,.39,1,-.42,111,-.06,63,67.9,13,72.7,17,4.8,11
56,Tulane,4-7,.09,.03,65,-.04,56,-.13,74,.09,75,.13,58,.14,35,71.8,92,70.5,71,-1.3,79
57,Alabama,12-1,.06,.02,72,.10,5,-.09,51,.23,16,-.18,97,-.67,127,67.7,10,75.5,3,7.8,3
58,Fresno State,9-4,.05,.03,67,.07,9,-.21,112,.06,83,.18,48,-.01,60,71.3,85,72.0,30,.6,56
59,Iowa State,7-5,.05,-.04,116,-.08,83,-.03,25,.16,41,.02,73,-.01,59,70.8,66,72.3,22,1.6,37
60,Wake Forest,7-5,.05,.02,76,-.10,96,.03,13,.05,91,.20,40,-.14,76,69.4,31,70.9,58,1.6,36
61,Eastern Michigan,5-7,.03,.03,63,-.07,78,-.12,66,.02,105,.00,78,.42,9,69.8,39,69.7,89,-.1,69
62,Middle Tennessee,7-6,.03,.04,54,-.09,90,-.17,98,.06,89,.60,4,.04,54,73.2,116,68.3,114,-5.0,121
63,BYU,3-9,.03,-.03,106,.12,2,-.24,123,.26,8,-.20,100,-.25,95,71.4,87,70.9,59,-.6,74
64,Baylor,1-10,.03,.01,87,-.19,119,-.11,62,.31,5,.28,31,-.18,84,72.5,106,68.5,111,-4.0,113
65,Florida,4-7,.02,-.03,113,-.04,57,-.23,119,.19,32,.72,2,-.22,93,72.3,101,70.4,75,-1.9,88
66,Arkansas,3-8,.02,.07,45,-.03,51,-.17,94,.13,52,.01,75,-.04,62,71.9,94,69.1,101,-2.8,101
67,USC,11-3,.00,.04,59,-.09,87,-.05,37,.07,82,-.14,95,.16,33,71.0,74,71.1,52,.1,65
68,Notre Dame,10-3,-.01,.00,95,-.07,74,-.25,125,.13,56,.30,30,.31,19,72.1,96,69.7,88,-2.4,92
69,UL Monroe,4-8,-.01,.33,4,-.11,103,-.19,106,.12,58,-.01,80,-.47,116,70.2,50,71.7,34,1.5,40
70,Houston,7-5,-.02,-.02,101,-.11,102,-.16,89,.17,39,.18,50,.21,26,70.5,57,71.7,35,1.2,46
71,Illinois,2-10,-.02,-.02,104,-.03,47,-.14,79,.21,26,.01,74,-.14,80,72.3,100,69.4,96,-2.9,102
72,Missouri,6-6,-.04,-.02,100,-.06,70,-.13,72,.24,14,.15,52,-.34,105,73.5,118,69.5,93,-4.0,110
73,Michigan State,10-3,-.07,.14,18,-.08,80,-.17,97,.17,37,.20,43,-.52,120,68.0,14,73.1,13,5.1,10
74,Syracuse,3-8,-.07,.09,37,-.05,65,-.24,121,.26,10,.20,44,-.47,117,72.2,98,71.9,32,-.3,71
75,Virginia,5-7,-.07,.29,8,-.16,118,-.11,60,.02,103,-.16,96,-.14,78,70.6,60,69.6,90,-.9,77
76,Arizona State,7-6,-.08,-.03,109,-.03,50,-.07,42,.06,88,.23,38,-.21,90,72.5,104,69.9,85,-2.5,94
77,Oregon,6-6,-.09,-.02,99,-.01,36,-.03,23,.02,101,.11,59,-.29,101,68.6,20,68.5,110,.0,68
78,Colorado State,6-6,-.09,-.08,128,.04,16,-.18,104,.06,85,.24,37,.02,55,71.2,78,74.5,5,3.3,21
79,California,4-7,-.10,-.01,96,-.01,34,-.11,64,.07,80,.20,42,-.27,98,69.3,29,69.6,91,.3,60
80,San Jose State,1-11,-.12,.03,69,-.15,116,-.09,53,.00,114,.84,1,-.31,104,71.8,93,68.0,118,-3.9,108
81,Rutgers,3-8,-.12,.02,71,-.06,71,-.16,92,.11,66,.24,36,-.20,88,73.1,111,67.6,120,-5.4,124
82,Western Kentucky,5-7,-.14,.00,94,.01,30,-.11,63,.17,38,-.45,115,-.15,82,70.8,68,71.0,56,.2,64
83,New Mexico,2-9,-.14,.06,52,.09,6,-.20,110,.21,27,.11,60,-.96,129,71.1,76,72.2,26,1.1,47
84,Miami (OH),4-7,-.15,-.03,108,-.20,123,-.13,70,.10,69,.07,66,.50,5,73.1,113,70.5,72,-2.7,99
85,Tennessee,3-8,-.15,.01,78,-.04,52,-.27,127,.29,6,.03,72,-.29,100,70.7,64,71.1,55,.4,58
86,Duke,6-6,-.17,.10,30,.08,8,-.30,129,.00,113,.04,70,-.13,75,70.8,67,72.3,25,1.5,41
87,Army,9-3,-.18,.02,77,-.14,111,.12,4,.09,74,-1.43,130,.52,4,72.9,109,71.2,50,-1.7,86
88,Oregon State,0-11,-.18,-.04,114,.06,11,-.19,108,.13,54,-.04,85,-.31,103,73.8,122,67.5,122,-6.2,129
89,Idaho,3-8,-.18,-.06,122,.03,18,-.12,65,-.02,121,-.06,89,.07,46,70.1,44,68.7,108,-1.4,80
90,Oklahoma,12-2,-.20,.01,82,-.07,75,-.17,100,.11,65,.20,41,-.22,94,72.2,99,70.6,65,-1.6,85
91,South Florida,9-2,-.20,.04,60,-.13,109,-.04,29,.01,109,.26,34,-.26,96,68.5,19,71.2,51,2.7,26
92,Northern Illinois,7-5,-.21,.01,84,-.12,104,-.04,31,.09,77,-.39,110,.08,42,68.6,21,70.1,80,1.5,38
93,UCLA,6-7,-.23,.00,90,-.05,66,-.18,103,.03,98,.19,47,-.03,61,72.9,110,69.8,87,-3.1,104
94,Louisiana,4-7,-.24,.02,74,-.21,124,-.12,68,.22,20,-.05,87,-.09,67,70.2,48,70.6,66,.4,59
95,Louisiana Tech,6-6,-.24,.03,62,-.09,89,-.18,102,-.12,124,.35,24,.26,20,70.7,65,70.2,78,-.6,73
96,Appalachian State,8-4,-.24,.08,42,-.09,85,-.05,34,-.01,116,-.11,93,-.27,97,65.8,2,69.9,86,4.1,16
97,SMU,6-6,-.25,.01,85,-.10,95,-.11,59,.10,70,-.08,90,-.14,77,69.9,40,70.6,64,.7,55
98,Texas Tech,5-7,-.25,.14,19,-.05,63,-.18,101,.16,44,-.78,126,-.09,70,70.1,43,69.3,97,-.8,75
99,UTSA,5-5,-.26,-.04,115,-.09,86,-.17,95,.22,21,.16,51,-.41,113,70.9,71,73.0,14,2.1,31
100,UNLV,5-6,-.29,-.05,120,-.06,72,-.01,19,-.17,128,.44,13,-.18,86,70.4,53,68.6,109,-1.8,87
101,Connecticut,2-9,-.29,-.02,102,.01,27,-.19,107,.04,95,-.10,91,-.09,68,74.3,128,70.7,62,-3.6,107
102,Tulsa,2-10,-.31,.02,75,-.03,49,-.12,69,.00,111,.28,32,-.54,121,74.1,126,71.4,45,-2.7,98
103,Coastal Carolina,3-8,-.35,.05,53,-.40,130,-.04,28,.14,51,-.19,98,.39,10,71.0,73,70.5,68,-.4,72
104,LSU,8-4,-.36,.04,58,-.02,39,-.22,114,.25,11,-.33,107,-.62,124,71.3,83,74.6,4,3.3,22
105,Miami,9-3,-.37,.01,86,-.08,81,.00,17,.11,63,.08,64,-.98,130,69.6,36,71.3,48,1.6,34
106,West Virginia,6-6,-.37,.02,70,-.11,101,-.16,93,.00,110,-.04,86,.04,53,73.2,115,67.9,119,-5.3,122
107,Southern Mississippi,7-5,-.38,-.04,117,-.10,98,-.16,91,.17,36,.37,23,-.64,125,72.8,108,69.5,92,-3.3,106
108,New Mexico State,7-6,-.38,.14,20,-.26,128,-.22,116,.04,93,-.10,92,.36,12,72.5,105,66.7,127,-5.8,126
109,Purdue,7-6,-.38,-.10,130,-.07,77,-.07,43,.18,35,-.02,84,-.59,123,70.4,54,71.3,46,.9,52
110,Kent State,1-10,-.43,-.06,121,-.20,122,-.22,115,.21,24,-.29,103,.32,16,73.2,114,67.1,125,-6.0,127
111,East Carolina,3-8,-.44,.03,66,-.03,48,-.31,130,-.01,117,.05,67,.01,56,73.1,112,70.5,67,-2.6,97
112,NC State,8-4,-.44,.12,27,-.15,117,-.04,30,-.01,115,-.68,122,-.07,66,70.7,62,71.9,31,1.3,45
113,Nevada,3-8,-.45,-.03,112,-.14,112,-.05,36,-.15,127,-.01,82,.20,27,72.6,107,68.4,112,-4.2,114
114,Hawaii,2-9,-.47,-.07,127,-.23,126,-.08,49,.16,43,-.57,119,.31,18,73.8,121,69.2,98,-4.6,117
115,Central Michigan,7-5,-.48,.10,31,-.13,107,-.21,111,.10,71,-.71,124,.08,43,71.7,91,67.2,124,-4.5,116
116,Akron,6-7,-.49,.00,89,-.10,93,-.05,35,-.02,120,-.89,128,.21,25,70.7,63,69.2,99,-1.5,82
117,Rice,1-11,-.50,-.03,107,.05,14,-.06,40,.03,99,-.84,127,-.38,109,74.4,129,69.4,94,-4.9,120
118,Georgia State,7-4,-.53,.01,83,-.12,105,-.21,113,.03,96,-.26,101,.05,50,71.2,80,71.5,42,.3,61
119,Cincinnati,3-8,-.53,-.06,123,-.10,94,-.24,122,.21,23,-.45,114,-.06,64,73.8,123,71.3,47,-2.5,95
120,Oklahoma State,10-3,-.55,-.03,110,-.04,58,-.22,117,.02,102,.14,54,-.41,112,70.5,56,73.4,11,3.0,24
121,UTEP,0-12,-.61,.04,55,-.02,44,-.14,81,.06,84,-.71,123,-.48,118,74.0,124,70.0,84,-4.0,112
122,Arizona,6-6,-.63,.01,80,-.04,55,-.10,55,-.25,129,.10,61,-.35,106,70.0,41,70.3,76,.4,57
123,Washington State,8-4,-.66,-.07,125,-.07,76,-.24,124,.05,92,.59,5,-.81,128,71.1,77,66.3,128,-4.8,119
124,Ball State,1-10,-.67,.07,43,-.04,60,-.13,76,-.31,130,.08,65,-.30,102,71.4,86,67.1,126,-4.3,115
125,Kansas,0-11,-.78,.06,50,-.24,127,-.28,128,-.09,123,.38,22,-.10,72,74.1,125,64.3,130,-9.7,130
126,Massachusetts,3-8,-.79,.12,26,-.14,110,-.14,82,-.12,125,-.29,104,-.50,119,69.7,37,65.7,129,-4.0,109
127,UAB,7-5,-.81,-.05,119,-.11,100,-.14,78,-.08,122,.18,49,-.64,126,71.2,81,68.1,117,-3.1,103
128,Georgia Tech,4-6,-.86,.08,41,-.32,129,-.17,96,.11,64,-.33,106,-.36,107,72.3,102,68.3,113,-4.0,111
129,Texas State,1-10,-.89,-.07,126,-.19,120,-.14,77,.07,81,-.33,108,-.45,115,74.5,130,69.1,100,-5.4,123
130,Vanderbilt,4-7,-1.10,.00,88,-.11,99,-.27,126,.00,112,-.73,125,-.41,114,74.3,127,68.7,107,-5.6,125

