season,id,name,position,team,conference,countablePlays,averagePPA.all,averagePPA.pass,averagePPA.rush,averagePPA.firstDown,averagePPA.secondDown,averagePPA.thirdDown,averagePPA.standardDowns,averagePPA.passingDowns,totalPPA.all,totalPPA.pass,totalPPA.rush,totalPPA.firstDown,totalPPA.secondDown,totalPPA.thirdDown,totalPPA.standardDowns,totalPPA.passingDowns
2016,548447,Taylor Lamb,QB,Appalachian State,Sun Belt,376,0.299,0.223,0.633,0.285,0.27,0.442,0.278,0.33,112.522,68.2,44.321,39.875,31.104,48.612,62.357,50.164
2016,550448,Jesse Ertz,QB,Kansas State,Big 12,445,0.305,0.203,0.485,0.202,0.054,0.642,0.243,0.394,135.577,57.912,77.665,32.925,7.566,83.433,63.881,71.696
2016,550357,Thomas Woodson,QB,Akron,Mid-American,278,0.308,0.343,-0.013,0.202,0.334,0.528,0.204,0.461,85.51,85.87,-0.36,25.825,27.027,33.263,33.922,51.588
2016,558337,Nick Fitzgerald,QB,Mississippi State,SEC,555,0.308,0.159,0.617,0.199,0.234,0.616,0.25,0.405,170.698,59.657,111.041,41.961,41.575,91.124,86.89,83.808
2016,545552,Greg Ward Jr.,QB,Houston,American Athletic,658,0.309,0.32,0.275,0.007,0.171,0.772,0.2,0.484,203.038,158.517,44.522,1.929,35.82,132.798,81.555,121.483
2016,3116460,Skyler Howard,QB,West Virginia,Big 12,542,0.311,0.296,0.363,0.111,0.337,0.66,0.188,0.521,168.306,126.546,41.76,22.368,65.353,87.773,64.606,103.7
2016,557882,Stephen Johnson,QB,Kentucky,SEC,351,0.315,0.277,0.454,0.063,0.279,0.576,0.252,0.395,110.684,76.217,34.468,7.852,29.537,63.39,49.125,61.559
2016,3115966,Wilton Speight,QB,Michigan,Big Ten,359,0.318,0.32,0.265,0.057,0.403,0.524,0.18,0.536,114.136,110.16,3.976,7.459,41.95,62.357,39.685,74.451
2016,3116379,Justice Hansen,QB,Arkansas State,Sun Belt,415,0.318,0.357,0.093,0.035,0.468,0.361,0.187,0.44,131.944,126.243,5.701,4.689,73.938,39.314,37.444,94.5
2016,4038941,Justin Herbert,QB,Oregon,Pac-12,312,0.32,0.335,0.218,0.198,0.303,0.455,0.303,0.341,99.795,91.068,8.726,20.016,34.511,37.746,52.769,47.026
2016,533270,Tommy Armstrong Jr.,QB,Nebraska,Big Ten,405,0.333,0.328,0.346,0.039,0.233,0.618,0.168,0.536,134.699,97.988,36.711,4.459,34.888,82.248,37.731,96.969
2016,3121585,Sean White,QB,Auburn,SEC,262,0.335,0.3,0.522,0.081,0.471,0.445,0.238,0.467,87.741,66.345,21.396,6.724,41.457,39.163,35.941,51.8
2016,552782,Brogan Roback,QB,Eastern Michigan,Mid-American,433,0.336,0.328,0.387,0.012,0.36,0.72,0.214,0.516,145.552,123.492,22.06,2.098,51.78,75.619,55.296,90.256
2016,559568,Jacob Park,QB,Iowa State,Big 12,262,0.337,0.335,0.358,0.09,0.327,0.702,0.116,0.599,88.304,80.07,8.234,7.92,29.465,52.646,16.463,71.841
2016,3123048,Brad Kaaya,QB,Miami,ACC,455,0.345,0.349,0.225,0.304,0.34,0.482,0.256,0.479,157.082,153.931,3.151,58.159,45.941,58.289,69.985,87.097
2016,3122840,Deshaun Watson,QB,Clemson,ACC,729,0.346,0.381,0.21,0.187,0.258,0.788,0.24,0.571,252.541,221.642,30.899,54.837,63.623,143.5,118.368,134.173
2016,550170,Danny Etling,QB,LSU,SEC,307,0.346,0.332,0.516,0.07,0.503,0.55,0.164,0.552,106.327,93.946,12.381,8.154,49.327,50.071,26.802,79.525
2016,546540,Joshua Dobbs,QB,Tennessee,SEC,495,0.351,0.279,0.569,0.374,0.338,0.426,0.32,0.401,173.84,103.809,70.031,71.477,56.116,56.721,97.982,75.858
2016,556465,Jerod Evans,QB,Virginia Tech,ACC,620,0.352,0.34,0.382,0.204,0.369,0.558,0.227,0.556,218.09,153.55,64.54,49.09,77.492,87.675,87.357,130.733
2016,531104,Justin Thomas,QB,Georgia Tech,ACC,281,0.353,0.561,0.087,0.151,0.336,0.641,0.29,0.429,99.309,88.606,10.703,17.381,25.907,53.218,44.403,54.907
2016,3116172,Trace McSorley,QB,Penn State,Big Ten,530,0.355,0.422,0.136,0.202,0.483,0.426,0.196,0.576,188.405,171.699,16.707,41.411,91.323,53.261,60.04,128.365
2016,535578,Tyler O'Connor,QB,Michigan State,Big Ten,324,0.357,0.361,0.332,0.327,0.146,0.541,0.423,0.294,115.581,100.993,14.588,35.364,14.438,57.336,66.834,48.747
2016,532273,Dane Evans,QB,Tulsa,American Athletic,473,0.363,0.341,0.757,0.193,0.396,0.464,0.319,0.419,171.918,152.983,18.935,33.594,62.646,62.165,83.597,88.321
2016,535511,Seth Russell,QB,Baylor,Big 12,371,0.364,0.289,0.622,0.019,0.569,0.699,0.194,0.688,135.171,82.962,52.209,3.191,65.448,51.702,47.144,88.027
2016,3886377,Josh Rosen,QB,UCLA,Pac-12,250,0.365,0.367,0.314,0.03,0.541,0.741,0.116,0.716,91.319,88.807,2.512,2.924,43.251,50.363,16.903,74.416
2016,3125968,Gus Ragland,QB,Miami (OH),Mid-American,260,0.367,0.395,0.288,0.131,0.37,0.785,0.279,0.51,95.522,76.256,19.266,14.329,29.959,50.236,44.988,50.535
2016,546539,Riley Ferguson,QB,Memphis,American Athletic,508,0.374,0.376,0.346,0.221,0.327,0.583,0.282,0.534,189.838,176.7,13.138,45.118,51.025,78.086,91.082,98.756
2016,3921561,Deondre Francois,QB,Florida State,ACC,499,0.381,0.349,0.564,0.12,0.453,0.712,0.266,0.545,189.956,148.812,41.144,25.019,73.329,88.983,78.293,111.663
2016,3133993,Brandon Dawkins,QB,Arizona,Pac-12,273,0.383,0.193,0.707,0.238,0.274,0.804,0.365,0.406,104.504,33.14,71.365,23.527,26.025,57.9,56.181,48.323
2016,3916387,Lamar Jackson,QB,Louisville,ACC,660,0.398,0.311,0.583,0.315,0.248,0.786,0.34,0.512,262.715,139.112,123.603,97.377,49.788,108.537,149.021,113.694
2016,552880,Nick Mullens,QB,Southern Mississippi,Conference USA,432,0.401,0.396,0.457,0.116,0.284,0.808,0.262,0.61,173.142,157.139,16.003,19.211,36.688,102.648,68.183,104.959
2016,3116407,Mason Rudolph,QB,Oklahoma State,Big 12,525,0.403,0.406,0.379,0.28,0.36,0.691,0.313,0.543,211.798,192.482,19.317,61.008,61.853,86.335,99.913,111.885
2016,545683,Brent Stockstill,QB,Middle Tennessee,Conference USA,407,0.406,0.391,0.582,0.207,0.333,0.987,0.225,0.673,165.076,146.462,18.613,35.471,43.602,95.757,54.672,110.404
2016,3918298,Josh Allen,QB,Wyoming,Mountain West,481,0.411,0.34,0.683,0.32,0.186,0.691,0.381,0.443,197.78,129.442,68.338,47.396,31.08,107.132,93.615,104.165
2016,534580,Chad Kelly,QB,Ole Miss,SEC,408,0.411,0.396,0.487,0.335,0.33,0.698,0.373,0.473,167.677,135.992,31.684,56.204,48.457,62.121,94.318,73.358
2016,547206,Austin Allen,QB,Arkansas,SEC,461,0.414,0.433,0.147,0.192,0.578,0.477,0.317,0.522,190.733,186.185,4.549,29.152,100.594,59.618,76.963,113.77
2016,551208,Will Worth,QB,Navy,American Athletic,380,0.418,0.59,0.327,0.078,0.524,0.872,0.368,0.566,158.669,77.292,81.377,12.153,69.225,65.39,104.939,53.73
2016,3139477,Patrick Mahomes,QB,Texas Tech,Big 12,718,0.423,0.423,0.422,0.221,0.329,0.991,0.265,0.702,303.434,258.651,44.783,68.221,79.068,152.582,121.665,181.77
2016,545238,Mitch Trubisky,QB,North Carolina,ACC,535,0.441,0.453,0.36,0.189,0.488,0.801,0.291,0.655,235.817,209.909,25.908,39.756,85.453,110.585,91.641,144.176
2016,3139591,Quinton Flowers,QB,South Florida,American Athletic,479,0.461,0.327,0.708,0.403,0.217,0.721,0.42,0.547,221.052,101.389,119.663,80.583,31.417,90.073,135.205,85.848
2016,3722362,Brett Rypien,QB,Boise State,Mountain West,433,0.473,0.472,0.483,0.236,0.472,0.781,0.366,0.628,204.622,190.121,14.501,37.355,70.858,90.641,94.102,110.52
2016,3886812,Jake Browning,QB,Washington,Pac-12,452,0.477,0.457,0.696,0.326,0.657,0.543,0.474,0.485,215.785,188.629,27.156,62.86,88.69,64.021,140.644,75.141
2016,531316,Ryan Higgins,QB,Louisiana Tech,Conference USA,582,0.494,0.518,0.317,0.342,0.552,0.815,0.425,0.631,287.672,266.089,21.583,95.848,104.835,87.988,164.002,123.67
2016,532065,Nathan Peterman,QB,Pittsburgh,ACC,376,0.508,0.52,0.443,0.381,0.263,0.852,0.485,0.537,190.827,164.225,26.602,47.289,30.563,110.775,103.268,87.56
2016,3912547,Sam Darnold,QB,USC,Pac-12,426,0.509,0.549,0.238,0.257,0.645,0.718,0.376,0.699,216.922,204.076,12.847,41.301,102.541,74.627,93.96,122.962
2016,549804,Mike White,QB,Western Kentucky,Conference USA,399,0.511,0.52,0.21,0.49,0.545,0.632,0.426,0.664,203.931,201.416,2.515,90.735,67.59,53.08,109.006,94.925
2016,545910,Logan Woodside,QB,Toledo,Mid-American,418,0.532,0.585,-0.417,0.248,0.552,0.919,0.276,0.924,222.286,231.463,-9.176,38.472,75.075,112.116,69.782,152.504
2016,532645,Zach Terrell,QB,Western Michigan,Mid-American,435,0.587,0.593,0.557,0.5,0.532,0.707,0.604,0.561,255.479,219.82,35.66,97.546,71.863,70.714,161.862,93.617
2016,550373,Baker Mayfield,QB,Oklahoma,Big 12,432,0.697,0.768,0.278,0.427,0.758,0.936,0.576,0.889,301.025,283.539,17.486,63.645,126.553,102.062,152.546,148.479
