"","V1.x","Team","STR","PRE","PE","NFP","Year","V1.y","conference","offense.ppa","offense.totalPPA","offense.successRate","offense.explosiveness","offense.pointsPerOpportunity","offense.fieldPosition.averageStart","offense.fieldPosition.averagePredictedPoints","defense.ppa","defense.totalPPA","defense.successRate","defense.explosiveness","defense.stuffRate","defense.pointsPerOpportunity","defense.fieldPosition.averageStart","defense.fieldPosition.averagePredictedPoints","F_Rank","F_Plus","FEI","FEI_Rank","SP","SP_Rank","WP","FPI","FPI_Rank","Talent","Talent_rank","Difference_FPI","Difference_SP"
"1",41,"Florida State",0.2,-0.18,0.22,0.9,2015,32,"ACC",0.222063440085991,189.642177833436,0.454332552693208,1.25689792223558,3.71910112359551,67.1,1.608,0.0891046417649731,83.6692586173097,0.381256656017039,1.17391545538674,0.179824561403509,2.80281690140845,73.2,-1.164,8,1.42,0.64,15,23.2,5,0.769,18,13,889.92,4,-9,-1
"2",238,"Florida State",-0.48,-0.27,-0.13,-1.7,2016,160,"ACC",0.269954409979303,256.186735070358,0.481559536354057,1.24626669217184,4.14141414141414,69.8,1.452,0.111051520389182,96.2816681774209,0.381776239907728,1.31105058729245,0.208436724565757,3.20481927710843,68.3,-1.494,9,1.54,0.69,12,24,7,0.769,22.2,8,906.64,4,-4,-3
"3",293,"Florida State",0.22,-0.15,0.01,-2.4,2017,289,"ACC",0.142561597592081,116.330263635138,0.439950980392157,1.12618473996137,3.04494382022472,65.2,1.745,0.0708314453654008,64.8816039547071,0.388646288209607,1.24532725466555,0.240184757505774,3.01298701298701,68.6,-1.477,15,1.19,0.42,30,22.8,9,0.538,13.3,20,924.97,5,-15,-4
"4",474,"Florida State",-0.18,-0.07,0.01,-10.9,2018,419,"ACC",0.100840101012019,85.4115655571798,0.338842975206612,1.42103980524596,3.41666666666667,74,1.13,0.0894212415741209,86.3809193606008,0.398550724637681,1.21011920521116,0.207188160676533,3.37234042553191,64.5,-1.768,80,-0.13,-0.16,84,1.4,71,0.417,0.9,67,902.08,5,-62,-66
"5",598,"Florida State",-0.14,-0.2,0.08,-2.1,2019,549,"ACC",0.193855747920315,176.408730607486,0.404395604395604,1.41352811452533,3.7,72.8,1.203,0.13216534400241,139.963099298552,0.435316336166195,1.0924267895787,0.176,3.29591836734694,68.9,-1.498,54,0.1,0.05,54,1.8,58,0.462,4,51,878.07,6,-45,-52
"6",668,"Florida State",0.35,-0.17,0.28,-3,2020,678,"ACC",0.164163990713724,104.572462084642,0.409733124018838,1.33300982927968,3.19298245614035,71.7,1.247,0.267749968330345,168.414730079787,0.475357710651828,1.32391302676275,0.202941176470588,4.01470588235294,68.1,-1.524,94,-0.58,-0.47,103,-2.9,85,0.333,-3.8,88,832.59,16,-72,-69
